,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19880,3144,6895,0.456,482,1383,0.349,2662,5512,0.483,1430,1969,0.726,977,2518,3495,1679,564,366,1226,1827,8200
1,Team/G,,242.4,38.3,84.1,0.456,5.9,16.9,0.349,32.5,67.2,0.483,17.4,24.0,0.726,11.9,30.7,42.6,20.5,6.9,4.5,15.0,22.3,100.0
2,Lg Rank,,5,9,5,19.0,20,20,16.0,7,4,21.0,25,18,28.0,3,14,10,20,21,23,23,26,18
3,Year/Year,,-0.1%,5.2%,3.1%,0.009,-17.7%,-13.2%,-0.019,10.7%,8.3%,0.011,-15.0%,-6.5%,-0.072,16.3%,6.4%,9.0%,3.7%,-0.9%,4.9%,-3.2%,-4.3%,-0.6%
4,Opponent,82.0,19880,3199,6828,0.469,497,1391,0.357,2702,5437,0.497,1663,2149,0.774,909,2538,3447,1683,586,468,1120,1650,8558
5,Opponent/G,,242.4,39.0,83.3,0.469,6.1,17.0,0.357,33.0,66.3,0.497,20.3,26.2,0.774,11.1,31.0,42.0,20.5,7.1,5.7,13.7,20.1,104.4
6,Lg Rank,,5,23,22,20.0,9,6,19.0,23,25,19.0,24,24,28.0,16,19,16,12,18,27,21,22,25
7,Year/Year,,-0.1%,-2.5%,0.5%,-0.015,-14.3%,-2.7%,-0.048,0.0%,1.4%,-0.007,-8.8%,-10.9%,0.018,-10.7%,-2.1%,-4.5%,-6.3%,-16.8%,10.6%,-4.9%,-5.0%,-4.6%
