,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19980,3182,6892,0.462,606,1628,0.372,2576,5264,0.489,1323,1669,0.793,767,2670,3437,1906,648,454,1144,1698,8293
1,Team/G,,243.7,38.8,84.0,0.462,7.4,19.9,0.372,31.4,64.2,0.489,16.1,20.4,0.793,9.4,32.6,41.9,23.2,7.9,5.5,14.0,20.7,101.1
2,Lg Rank,,1,3,8,8.0,12,14,6.0,5,10,10.0,20,25,2.0,26,6,16,5,16,8,5,23,8
3,Year/Year,,0.1%,6.8%,2.5%,0.019,-1.9%,-10.5%,0.033,9.1%,7.3%,0.008,3.5%,0.7%,0.021,-7.2%,-0.4%,-2.0%,11.2%,-7.7%,8.4%,-0.6%,11.5%,5.6%
4,Opponent,82.0,19980,3067,6890,0.445,642,1789,0.359,2425,5101,0.475,1566,2079,0.753,985,2752,3737,1805,698,340,1202,1547,8342
5,Opponent/G,,243.7,37.4,84.0,0.445,7.8,21.8,0.359,29.6,62.2,0.475,19.1,25.4,0.753,12.0,33.6,45.6,22.0,8.5,4.1,14.7,18.9,101.7
6,Lg Rank,,1,17,23,12.0,26,25,17.0,11,17,13.0,29,29,15.0,27,29,29,13,30,5,17,24,27
7,Year/Year,,0.1%,5.2%,2.9%,0.01,9.2%,5.3%,0.013,4.2%,2.1%,0.01,15.4%,14.9%,0.003,9.4%,1.9%,3.8%,7.5%,0.1%,3.3%,-0.4%,2.7%,7.3%
