,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,57,Hilton Armstrong,C,6-11,235,"November 11, 1984",United States,5,UConn
1,40,Harrison Barnes,SF,6-8,225,"May 30, 1992",United States,1,UNC
2,20,Kent Bazemore,SG,6-4,195,"July 1, 1989",United States,1,Old Dominion
3,25,Steve Blake,PG,6-3,172,"February 26, 1980",United States,10,Maryland
4,12,Andrew Bogut,C,7-0,260,"November 28, 1984",Australia,8,Utah
5,2,MarShon Brooks,SG,6-5,200,"January 26, 1989",United States,2,Providence
6,55,Jordan Crawford,SG,6-4,195,"October 23, 1988",United States,3,"Indiana, Xavier"
7,30,Stephen Curry,PG,6-3,185,"March 14, 1988",United States,4,Davidson
8,21,Dewayne Dedmon,C,7-0,245,"August 12, 1989",United States,R,USC
9,0,Toney Douglas,PG,6-2,195,"March 16, 1986",United States,4,"Auburn, Florida State"
10,23,Draymond Green,SF,6-6,230,"March 4, 1990",United States,1,Michigan State
11,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",United States,9,Arizona
12,1,Ognjen Kuzmic,C,7-1,251,"May 16, 1990",Bosnia & Herzegovina,R,
13,10,David Lee,PF,6-9,245,"April 29, 1983",United States,8,Florida
14,8,Nemanja Nedovic,SG,6-3,192,"June 16, 1991",Serbia,R,
15,7,Jermaine O'Neal,PF,6-11,226,"October 13, 1978",United States,17,
16,5,Marreese Speights,C,6-10,255,"August 4, 1987",United States,5,Florida
17,11,Klay Thompson,SG,6-6,215,"February 8, 1990",United States,2,Washington State
