,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,35,Malik Allen,PF,6-10,255,"June 27, 1978",United States,9,Villanova
1,33,Ryan Anderson,PF,6-9,240,"May 6, 1988",United States,2,California
2,1,Gilbert Arenas,PG,6-4,191,"January 6, 1982",United States,9,Arizona
3,30,Brandon Bass,PF,6-8,250,"April 30, 1985",United States,5,LSU
4,15,Vince Carter,SG,6-6,220,"January 26, 1977",United States,12,UNC
5,3,Earl Clark,SF,6-10,225,"January 17, 1988",United States,1,Louisville
6,25,Chris Duhon,PG,6-1,185,"August 31, 1982",United States,6,Duke
7,13,Marcin Gortat,C,6-11,240,"February 17, 1984",Poland,3,
8,12,Dwight Howard,C,6-10,265,"December 8, 1985",United States,6,
9,9,Rashard Lewis,PF,6-10,215,"August 8, 1979",United States,12,
10,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,6,Saint Joseph's
11,20,Mickael Pietrus,SF,6-6,215,"February 7, 1982",Guadeloupe,7,
12,7,JJ Redick,SG,6-3,200,"June 24, 1984",United States,4,Duke
13,23,Jason Richardson,SG,6-6,220,"January 20, 1981",United States,9,Michigan State
14,5,Quentin Richardson,SF,6-6,223,"April 13, 1980",United States,10,DePaul
15,15,Hedo Turkoglu,SF,6-10,220,"March 19, 1979",Turkey,10,
16,44,Jason Williams,PG,6-1,190,"November 18, 1975",United States,11,"Marshall, Florida"
