,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,26,Shannon Brown,SG,6-4,205,"November 29, 1985",United States,5,Michigan State
1,1,Josh Childress,SF,6-8,210,"June 20, 1983",United States,5,Stanford
2,3,Jared Dudley,SG,6-6,237,"July 10, 1985",United States,4,Boston College
3,8,Channing Frye,PF,7-0,255,"May 17, 1983",United States,6,Arizona
4,4,Marcin Gortat,C,6-11,240,"February 17, 1984",Poland,4,
5,33,Grant Hill,SF,6-8,225,"October 5, 1972",United States,16,Duke
6,15,Robin Lopez,C,7-0,281,"April 1, 1988",United States,3,Stanford
7,11,Markieff Morris,PF,6-9,245,"September 2, 1989",United States,R,Kansas
8,13,Steve Nash,PG,6-3,195,"February 7, 1974",South Africa,15,Santa Clara
9,2,Ronnie Price,PG,6-2,190,"June 21, 1983",United States,6,"Nicholls State, Utah Valley"
10,22,Michael Redd,SG,6-6,220,"August 24, 1979",United States,11,Ohio State
11,31,Sebastian Telfair,PG,6-0,165,"June 9, 1985",United States,7,
12,21,Hakim Warrick,PF,6-9,219,"July 8, 1982",United States,6,Syracuse
