,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2019-20,21.0,WAS,NBA,PF,48,1444,13.5,0.535,0.16,0.257,5.7,17.0,11.1,8.8,1.2,0.5,8.0,19.0,1.3,0.5,1.8,0.06,-1.2,-2.0,-3.2,-0.4
1,2020-21,22.0,WAS,NBA,PF,57,1797,11.4,0.549,0.211,0.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,0.7,1.4,2.1,0.056,-2.0,-1.4,-3.5,-0.7
2,Career,,,NBA,,105,3241,12.3,0.542,0.188,0.252,4.1,16.2,10.1,7.4,1.2,0.4,8.4,18.5,2.0,1.9,3.9,0.058,-1.7,-1.7,-3.3,-1.1
