,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15.0,Nikola Jokic,C,6-11,284,"February 19, 1995",rs,6,
1,5.0,Will Barton,SF,6-6,181,"January 6, 1991",us,9,Memphis
2,1.0,Michael Porter Jr,SF,6-10,218,"June 29, 1998",us,2,Missouri
3,32.0,Jeff Green,C,6-8,235,"August 28, 1986",us,13,Georgetown
4,50.0,Aaron Gordon,PF,6-8,235,"September 16, 1995",us,7,Arizona
5,35.0,PJ Dozier,SG,6-6,205,"October 25, 1996",us,4,South Carolina
6,11.0,Monte Morris,PG,6-2,183,"June 27, 1995",us,4,Iowa State
7,0.0,JaMychal Green,PF,6-8,227,"June 21, 1990",us,7,Alabama
8,25.0,Austin Rivers,SG,6-4,200,"August 1, 1992",us,9,Duke
9,7.0,Facundo Campazzo,PG,5-10,195,"March 23, 1991",ar,1,
10,,Vlatko Cancar,PF,6-8,236,"April 10, 1997",si,2,
11,,Jamal Murray,PG,6-3,215,"February 23, 1997",ca,5,Kentucky
12,,Markus Howard (TW),SG,5-10,175,"March 3, 1999",us,1,Marquette
13,,Zeke Nnaji,PF,6-9,240,"January 9, 2001",us,1,Arizona
14,,Petr Cornelie (TW),F,6-11,220,"July 26, 1995",fr,R,
15,,Bones Hyland,G,6-3,173,"September 14, 2000",us,R,VCU
16,,Bol Bol,PF,7-2,220,"November 16, 1999",sd,2,Oregon
