,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Dwayne Bacon,SG,6-6,221,"August 30, 1995",United States,2,Florida State
1,5,Nicolas Batum,SF,6-8,230,"December 14, 1988",France,11,
2,8,Bismack Biyombo,C,6-8,255,"August 28, 1992",Congo - Kinshasa,8,
3,0,Miles Bridges,SF,6-6,225,"March 21, 1998",United States,1,Michigan State
4,31,Joe Chealey,PG,6-3,190,"November 1, 1995",United States,1,College of Charleston
5,4,Devonte' Graham,PG,6-1,195,"February 22, 1995",United States,1,Kansas
6,9,Willy Hernangomez,C,6-11,250,"May 27, 1994",Spain,3,
7,14,Michael Kidd-Gilchrist,PF,6-6,232,"September 26, 1993",United States,7,Kentucky
8,10,Caleb Martin,SF,6-5,205,"September 28, 1995",United States,R,"NC State, Nevada"
9,11,Cody Martin,SF,6-5,205,"September 28, 1995",United States,R,"NC State, Nevada"
10,6,Jalen McDaniels,SF,6-9,205,"January 31, 1998",United States,R,San Diego State
11,1,Malik Monk,SG,6-3,200,"February 4, 1998",United States,2,Kentucky
12,3,Terry Rozier,PG,6-1,190,"March 17, 1994",United States,4,Louisville
13,25,PJ Washington,PF,6-7,230,"August 23, 1998",United States,R,Kentucky
14,2,Marvin Williams,PF,6-8,237,"June 19, 1986",United States,14,UNC
15,40,Cody Zeller,C,6-11,240,"October 5, 1992",United States,6,Indiana
