,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19755,2997,6532,0.459,341,1072,0.318,2656,5460,0.486,1652,2216,0.745,1039,2336,3375,1647,658,415,1157,1650,7987
1,Team/G,,240.9,36.5,79.7,0.459,4.2,13.1,0.318,32.4,66.6,0.486,20.1,27.0,0.745,12.7,28.5,41.2,20.1,8.0,5.1,14.1,20.1,97.4
2,Lg Rank,,24,18,20,10.0,29,29,30.0,6,7,14.0,6,6,25.0,2,29,17,24,4,12,15,6,22
3,Year/Year,,0.0%,-1.9%,-1.7%,-0.001,12.9%,12.6%,0.001,-3.6%,-4.1%,0.003,9.5%,3.7%,0.039,-2.6%,-1.4%,-1.8%,-1.6%,-7.6%,3.8%,-1.3%,1.9%,0.8%
4,Opponent,82.0,19755,2997,6489,0.462,585,1595,0.367,2412,4894,0.493,1402,1792,0.782,935,2285,3220,1799,575,400,1278,1786,7981
5,Opponent/G,,240.9,36.5,79.1,0.462,7.1,19.5,0.367,29.4,59.7,0.493,17.1,21.9,0.782,11.4,27.9,39.3,21.9,7.0,4.9,15.6,21.8,97.3
6,Lg Rank,,24,14,11,18.0,23,23,17.0,9,8,21.0,5,5,25.0,21,3,5,25,11,16,3,9,11
7,Year/Year,,0.0%,-0.1%,-0.2%,0.001,5.0%,3.0%,0.007,-1.3%,-1.2%,-0.0,5.3%,3.8%,0.011,1.3%,-0.3%,0.1%,-5.5%,4.5%,-4.8%,-0.9%,4.6%,1.2%
