,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,30,Earl Barron,C,7-0,250,"August 14, 1981",United States,4,Memphis
1,0,Aaron Brooks,PG,6-0,161,"January 14, 1985",United States,3,Oregon
2,25,Vince Carter,SG,6-6,220,"January 26, 1977",United States,12,UNC
3,1,Josh Childress,SG,6-8,210,"June 20, 1983",United States,4,Stanford
4,55,Earl Clark,SF,6-10,225,"January 17, 1988",United States,1,Louisville
5,22,Zabian Dowdell,PG,6-3,191,"September 10, 1984",United States,R,Virginia Tech
6,2,Goran Dragic,PG,6-3,190,"May 6, 1986",Slovenia,2,
7,3,Jared Dudley,SF,6-6,237,"July 10, 1985",United States,3,Boston College
8,8,Channing Frye,PF,7-0,255,"May 17, 1983",United States,5,Arizona
9,4,Marcin Gortat,C,6-11,240,"February 17, 1984",Poland,3,
10,33,Grant Hill,SF,6-8,225,"October 5, 1972",United States,15,Duke
11,31,Gani Lawal,PF,6-9,234,"November 7, 1988",United States,R,Georgia Tech
12,15,Robin Lopez,C,7-0,281,"April 1, 1988",United States,2,Stanford
13,13,Steve Nash,PG,6-3,195,"February 7, 1974",South Africa,14,Santa Clara
14,12,Mickael Pietrus,SG,6-6,215,"February 7, 1982",Guadeloupe,7,
15,23,Jason Richardson,SG,6-6,220,"January 20, 1981",United States,9,Michigan State
16,20,Garret Siler,C,6-11,305,"October 25, 1986",United States,R,Augusta State University
17,19,Hedo Turkoglu,PF,6-10,220,"March 19, 1979",Turkey,10,
18,21,Hakim Warrick,PF,6-9,219,"July 8, 1982",United States,5,Syracuse
