,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Matt Barnes,SF,6-7,226,"March 9, 1980",United States,7,UCLA
1,5,Steve Blake,PG,6-3,172,"February 26, 1980",United States,7,Maryland
2,12,Shannon Brown,SG,6-4,205,"November 29, 1985",United States,4,Michigan State
3,24,Kobe Bryant,SG,6-6,212,"August 23, 1978",United States,14,
4,17,Andrew Bynum,C,7-0,285,"October 27, 1987",United States,5,
5,45,Derrick Caracter,C,6-9,275,"May 4, 1988",United States,R,"Louisville, Texas-El Paso"
6,3,Devin Ebanks,SG,6-9,215,"October 28, 1989",United States,R,West Virginia
7,2,Derek Fisher,PG,6-1,200,"August 9, 1974",United States,14,Little Rock
8,16,Pau Gasol,C,7-0,250,"July 6, 1980",Spain,9,
9,10,Trey Johnson,SG,6-5,218,"August 30, 1984",United States,1,"Alcorn State, Jackson State University"
10,7,Lamar Odom,PF,6-10,220,"November 6, 1979",United States,11,Rhode Island
11,50,Theo Ratliff,C,6-10,225,"April 17, 1973",United States,15,Wyoming
12,1,Joe Smith,PF,6-10,225,"July 26, 1975",United States,15,Maryland
13,18,Sasha Vujacic,SG,6-7,195,"March 8, 1984",Slovenia,6,
14,4,Luke Walton,SF,6-8,235,"March 28, 1980",United States,7,Arizona
15,15,Metta World Peace,SF,6-7,260,"November 13, 1979",United States,11,St. John's
