,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Bradley Beal,SG,6-3,207,"June 28, 1993",United States,2,Florida
1,45,DeJuan Blair,PF,6-7,270,"April 22, 1989",United States,5,Pitt
2,8,Rasual Butler,SF,6-7,215,"May 23, 1979",United States,11,La Salle
3,1,Will Bynum,SG,6-0,185,"January 4, 1983",United States,7,"Arizona, Georgia Tech"
4,90,Drew Gooden,PF,6-10,250,"September 24, 1981",United States,12,Kansas
5,4,Marcin Gortat,C,6-11,240,"February 17, 1984",Poland,7,
6,42,Nene Hilario,PF,6-11,250,"September 13, 1982",Brazil,12,
7,43,Kris Humphries,PF,6-9,235,"February 6, 1985",United States,10,Minnesota
8,24,Andre Miller,PG,6-3,200,"March 19, 1976",United States,15,Utah
9,1,Toure' Murry,SG,6-5,195,"November 8, 1989",United States,1,Wichita State
10,34,Paul Pierce,SF,6-7,235,"October 13, 1977",United States,16,Kansas
11,22,Otto Porter,SF,6-8,198,"June 3, 1993",United States,1,Georgetown
12,14,Glen Rice,SG,6-6,206,"January 1, 1991",United States,1,Georgia Tech
13,13,Kevin Seraphin,C,6-9,285,"December 7, 1989",French Guiana,4,
14,7,Ramon Sessions,PG,6-3,190,"April 11, 1986",United States,7,Nevada
15,17,Garrett Temple,SG,6-5,195,"May 8, 1986",United States,4,LSU
16,2,John Wall,PG,6-3,210,"September 6, 1990",United States,4,Kentucky
17,9,Martell Webster,SF,6-7,230,"December 4, 1986",United States,9,
