,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Bogdan Bogdanovic,SG,6-6,220,"August 18, 1992",Serbia,3,
1,15,Clint Capela,C,6-10,240,"May 18, 1994",Switzerland,6,
2,20,John Collins,PF,6-9,235,"September 23, 1997",United States,3,Wake Forest
3,32,Kris Dunn,PG,6-3,205,"March 18, 1994",United States,4,Providence
4,24,Bruno Fernando,C,6-9,240,"August 15, 1998",Angola,1,Maryland
5,8,Danilo Gallinari,PF,6-10,233,"August 8, 1988",Italy,11,
6,0,Brandon Goodwin,PG,6-0,180,"October 2, 1995",United States,2,"Central Florida, Florida Gulf Coast"
7,18,Solomon Hill,PF,6-6,226,"March 18, 1991",United States,7,Arizona
8,3,Kevin Huerter,SG,6-7,190,"August 27, 1998",United States,2,Maryland
9,12,De'Andre Hunter,SF,6-8,225,"December 2, 1997",United States,1,Virginia
10,1,Nathan Knight,PF,6-10,253,"September 20, 1997",United States,R,William & Mary
11,4,Skylar Mays,SG,6-4,205,"September 5, 1997",United States,R,LSU
12,17,Onyeka Okongwu,C,6-8,235,"December 11, 2000",United States,R,USC
13,22,Cam Reddish,SF,6-8,218,"September 1, 1999",United States,1,Duke
14,7,Rajon Rondo,PG,6-1,180,"February 22, 1986",United States,14,Kentucky
15,19,Tony Snell,SG,6-6,213,"November 10, 1991",United States,7,New Mexico
16,6,Lou Williams,PG,6-1,175,"October 27, 1986",United States,15,
17,11,Trae Young,PG,6-1,180,"September 19, 1998",United States,2,Oklahoma
