,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,27,55,23,59,-7.04,0.2,-6.84,103.8,110.9,98.3,0.216,0.35,0.497,12.6,20.6,0.164,0.542,12.4,80.6,0.184,United Center,851824
1,Lg Rank,24,6,28,28,29.0,5.0,29.0,28.0,24.0,9.0,29.0,11.0,29.0,10.0,25.0,29.0,29.0,24.0,2.0,10.0,,1
