,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2007-08,19.0,PHI,NBA,PF,74.0,1554.0,16.5,0.57,0.039,0.21,9.1,14.8,11.9,6.2,2.5,0.4,10.7,17.4,2.6,2.0,4.5,0.14,0.2,0.3,0.5,1.0
1,2008-09,20.0,PHI,NBA,PF,75.0,2580.0,15.3,0.549,0.171,0.197,6.4,11.1,8.8,5.8,2.1,0.7,10.2,20.5,3.0,2.5,5.5,0.102,0.4,-0.5,-0.1,1.2
2,2009-10,21.0,PHI,NBA,PF,67.0,2145.0,14.0,0.523,0.17,0.203,7.0,12.3,9.6,7.5,2.0,0.6,12.5,21.5,0.9,1.2,2.1,0.047,-0.4,-1.5,-1.9,0.1
3,2010-11,22.0,PHI,NBA,PF,82.0,2135.0,18.4,0.566,0.026,0.205,8.3,15.2,11.7,6.7,2.2,0.9,9.7,22.1,3.2,3.0,6.2,0.139,0.8,0.3,1.0,1.6
4,2011-12,23.0,PHI,NBA,PF,63.0,1755.0,18.9,0.538,0.006,0.21,8.6,12.0,10.3,7.3,2.0,1.8,6.8,21.5,3.4,2.9,6.3,0.171,1.4,0.6,2.0,1.8
5,2012-13,24.0,PHI,NBA,PF,76.0,2629.0,18.2,0.541,0.008,0.196,7.6,17.2,12.3,8.2,2.7,1.6,8.0,19.8,3.7,3.7,7.4,0.136,0.2,1.0,1.2,2.1
6,2013-14,25.0,PHI,NBA,PF,79.0,2718.0,16.6,0.512,0.228,0.178,6.3,12.8,9.5,11.8,3.0,1.1,10.7,24.1,1.2,2.3,3.5,0.062,0.4,-0.5,-0.1,1.3
7,2014-15,26.0,TOT,NBA,PF,76.0,2434.0,15.7,0.507,0.119,0.207,5.8,13.5,9.6,12.4,2.6,0.8,10.0,21.5,1.6,1.4,3.1,0.061,0.0,-0.2,-0.1,1.1
8,2014-15,26.0,MIN,NBA,PF,48.0,1605.0,15.0,0.491,0.101,0.201,5.2,12.5,8.7,14.7,2.7,0.8,9.7,21.2,0.8,0.6,1.4,0.043,-0.4,-0.1,-0.5,0.6
9,2014-15,26.0,BRK,NBA,PF,28.0,829.0,17.1,0.539,0.153,0.217,7.1,15.4,11.2,8.0,2.4,0.8,10.5,22.0,0.8,0.8,1.6,0.095,0.7,-0.3,0.5,0.5
10,2015-16,27.0,BRK,NBA,PF,73.0,2407.0,17.5,0.533,0.031,0.169,8.1,23.0,15.4,9.6,2.3,1.2,11.6,21.6,1.9,2.2,4.1,0.081,0.1,-0.1,0.0,1.2
11,2016-17,28.0,IND,NBA,PF,74.0,2237.0,14.9,0.562,0.172,0.125,6.7,15.7,11.2,8.4,2.5,1.1,11.6,16.4,2.0,2.7,4.6,0.1,-0.3,0.8,0.5,1.4
12,2017-18,29.0,IND,NBA,PF,81.0,2607.0,14.8,0.528,0.209,0.106,8.0,14.1,11.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.101,-0.2,0.4,0.2,1.4
13,2018-19,30.0,IND,NBA,PF,81.0,2489.0,16.2,0.569,0.174,0.161,8.7,14.4,11.7,12.0,2.4,1.3,12.0,18.0,3.0,3.9,6.9,0.133,0.4,1.1,1.5,2.2
14,2019-20,31.0,CHI,NBA,PF,64.0,1591.0,13.3,0.521,0.369,0.12,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,1.9,0.058,-1.4,0.2,-1.2,0.3
15,2020-21,32.0,CHI,NBA,PF,68.0,1652.0,20.3,0.578,0.068,0.171,11.4,16.9,14.2,27.1,2.2,2.1,16.1,22.3,2.8,2.2,5.1,0.147,2.0,1.2,3.2,2.2
16,2021-22,33.0,SAS,NBA,PF,2.0,12.0,-5.0,0.333,0.0,0.0,8.5,0.0,4.5,9.7,0.0,0.0,40.0,17.4,-0.1,0.0,-0.1,-0.211,-11.7,-4.6,-16.3,0.0
17,Career,,,NBA,,1035.0,30945.0,16.4,0.54,0.129,0.177,7.6,14.9,11.2,10.0,2.4,1.1,10.9,20.3,31.4,35.2,66.6,0.103,0.2,0.2,0.4,19.0
18,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7 seasons,,PHI,NBA,,516.0,15516.0,16.8,0.539,0.107,0.197,7.5,13.6,10.5,7.8,2.4,1.0,9.8,21.2,18.1,17.4,35.5,0.11,0.4,-0.1,0.3,9.1
20,3 seasons,,IND,NBA,,236.0,7333.0,15.3,0.552,0.186,0.131,7.8,14.7,11.3,9.7,2.5,1.2,11.3,17.2,7.3,9.8,17.0,0.111,0.0,0.8,0.7,5.1
21,2 seasons,,CHI,NBA,,132.0,3243.0,16.9,0.551,0.211,0.146,8.9,16.5,12.6,19.4,2.5,1.7,15.1,21.0,2.6,4.3,7.0,0.104,0.3,0.7,1.1,2.5
22,2 seasons,,BRK,NBA,,101.0,3236.0,17.4,0.534,0.062,0.181,7.8,21.0,14.3,9.2,2.4,1.1,11.3,21.7,2.7,3.0,5.7,0.085,0.3,-0.2,0.1,1.7
23,1 season,,MIN,NBA,,48.0,1605.0,15.0,0.491,0.101,0.201,5.2,12.5,8.7,14.7,2.7,0.8,9.7,21.2,0.8,0.6,1.4,0.043,-0.4,-0.1,-0.5,0.6
24,1 season,,SAS,NBA,,2.0,12.0,-5.0,0.333,0.0,0.0,8.5,0.0,4.5,9.7,0.0,0.0,40.0,17.4,-0.1,0.0,-0.1,-0.211,-11.7,-4.6,-16.3,0.0
