,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Derek Anderson,PG,6-5,194,"July 18, 1974",United States,5,"Ohio State, Kentucky"
1,44,Ruben Boumtje-Boumtje,C,7-0,257,"May 20, 1978",Cameroon,1,Georgetown
2,10,Antonio Daniels,SG,6-4,195,"March 19, 1975",United States,5,Bowling Green
3,34,Dale Davis,C,6-11,230,"March 25, 1969",United States,11,Clemson
4,14,Chris Dudley,C,6-11,235,"February 22, 1965",United States,15,Yale
5,5,Jeff McInnis,PG,6-4,190,"October 22, 1974",United States,5,UNC
6,21,Ruben Patterson,SF,6-5,224,"July 31, 1975",United States,4,Cincinnati
7,33,Scottie Pippen,SF,6-8,210,"September 25, 1965",United States,15,University of Central Arkansas
8,50,Zach Randolph,PF,6-9,250,"July 16, 1981",United States,1,Michigan State
9,11,Arvydas Sabonis,C,7-3,279,"December 19, 1964",Lithuania,6,
10,7,Charles Smith,SG,6-4,194,"August 22, 1975",United States,3,New Mexico
11,3,Damon Stoudamire,PG,5-10,171,"September 3, 1973",United States,7,Arizona
12,30,Rasheed Wallace,PF,6-10,225,"September 17, 1974",United States,7,UNC
13,6,Bonzi Wells,SG,6-5,210,"September 28, 1976",United States,4,Ball State University
14,24,Qyntel Woods,PF,6-8,221,"February 16, 1981",United States,R,Northeast Mississippi Community College
