,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Omer Asik,C,7-0,255,"July 4, 1986",Turkey,1,
1,5,Carlos Boozer,PF,6-9,258,"November 20, 1981",Germany,9,Duke
2,11,Ronnie Brewer,SG,6-7,220,"March 20, 1985",United States,5,Arkansas
3,21,Jimmy Butler,SG,6-7,230,"September 14, 1989",United States,R,Marquette
4,9,Luol Deng,SF,6-9,237,"April 16, 1985",South Sudan,7,Duke
5,22,Taj Gibson,PF,6-9,232,"June 24, 1985",United States,2,USC
6,32,Richard Hamilton,SG,6-6,185,"February 14, 1978",United States,12,UConn
7,8,Mike James,PG,6-2,188,"June 23, 1975",United States,9,Duquesne
8,26,Kyle Korver,SG,6-7,212,"March 17, 1981",United States,8,Creighton
9,15,John Lucas III,PG,5-11,166,"November 21, 1982",United States,3,"Baylor, Oklahoma State"
10,13,Joakim Noah,C,6-11,230,"February 25, 1985",United States,4,Florida
11,1,Derrick Rose,PG,6-2,200,"October 4, 1988",United States,3,Memphis
12,24,Brian Scalabrine,PF,6-9,241,"March 18, 1978",United States,10,USC
13,7,CJ Watson,PG,6-2,175,"April 17, 1984",United States,4,Tennessee
