Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,21.0,NYK,NBA,PG,64,3,19.4,3.6,9.1,0.395,1.8,4.7,0.389,1.7,4.3,0.401,0.497,2.4,2.7,0.891,0.4,1.8,2.1,2.0,0.5,0.2,0.9,1.8,11.4
2021-22,22.0,NYK,NBA,PG,20,0,19.1,3.0,7.4,0.405,1.7,4.7,0.366,1.3,2.8,0.473,0.52,1.6,1.8,0.914,0.4,1.7,2.0,2.5,0.5,0.0,1.0,1.8,9.3
Career,,,NBA,,84,3,19.3,3.4,8.7,0.397,1.8,4.7,0.384,1.6,4.0,0.413,0.501,2.2,2.5,0.895,0.4,1.7,2.1,2.1,0.5,0.1,0.9,1.8,10.9
