,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,55,27,55,27,5.01,0.4,5.41,110.3,104.9,92.8,0.305,0.223,0.507,13.0,26.0,0.242,0.483,13.7,69.8,0.193,ARCO Arena (II),709997
1,Lg Rank,5,25,5,5,5.0,12.0,3.0,2.0,21.0,4.0,14.0,5.0,1.0,6.0,26.0,9.0,23.0,19.0,23.0,2.0,,13
