,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Jordan Adams,SG,6-5,209,"July 8, 1994",United States,1,UCLA
1,9,Tony Allen,SG,6-4,213,"January 11, 1982",United States,11,"Butler County Community College, Oklahoma State"
2,7,Chris Andersen,C,6-10,245,"July 7, 1978",United States,13,Blinn College
3,22,Matt Barnes,SF,6-7,226,"March 9, 1980",United States,12,UCLA
4,15,Vince Carter,SG,6-6,220,"January 26, 1977",United States,17,UNC
5,6,Mario Chalmers,PG,6-2,190,"May 19, 1986",United States,7,Kansas
6,11,Mike Conley,PG,6-1,175,"October 11, 1987",United States,8,Ohio State
7,8,Bryce Cotton,PG,6-1,165,"August 11, 1992",United States,1,Providence
8,8,James Ennis,SF,6-6,215,"July 1, 1990",United States,1,Cal State Long Beach
9,4,Jordan Farmar,PG,6-2,180,"November 30, 1986",United States,8,UCLA
10,33,Marc Gasol,C,6-11,255,"January 29, 1985",Spain,7,
11,0,JaMychal Green,PF,6-8,227,"June 21, 1990",United States,1,Alabama
12,32,Jeff Green,SF,6-8,235,"August 28, 1986",United States,7,Georgetown
13,19,PJ Hairston,SF,6-6,230,"December 24, 1992",United States,1,UNC
14,20,Ryan Hollins,C,7-0,240,"October 10, 1984",United States,9,UCLA
15,5,Courtney Lee,SG,6-5,215,"October 3, 1985",United States,7,Western Kentucky
16,10,Jarell Martin,PF,6-10,239,"May 24, 1994",United States,R,LSU
17,5,Ray McCallum,PG,6-3,190,"June 12, 1991",United States,2,Detroit Mercy
18,14,Xavier Munford,SG,6-2,180,"June 1, 1992",United States,R,Rhode Island
19,50,Zach Randolph,PF,6-9,250,"July 16, 1981",United States,14,Michigan State
20,2,Russ Smith,PG,6-0,165,"April 19, 1991",United States,1,Louisville
21,1,Lance Stephenson,SF,6-6,230,"September 5, 1990",United States,5,Cincinnati
22,35,Alex Stepheson,PF,6-10,270,"August 7, 1987",United States,R,"UNC, USC"
23,1,Jarnell Stokes,C,6-9,263,"January 7, 1994",United States,1,Tennessee
24,19,Beno Udrih,PG,6-3,205,"July 5, 1982",Slovenia,11,
25,2,Briante Weber,PG,6-2,165,"December 29, 1992",United States,R,VCU
26,25,Elliot Williams,PG,6-5,190,"June 20, 1989",United States,3,"Duke, Memphis"
27,34,Brandan Wright,PF,6-10,210,"October 5, 1987",United States,7,UNC
