,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,17,Lou Amundson,PF,6-9,220,"December 7, 1982",United States,5,UNLV
1,29,Jeff Ayres,C,6-9,240,"April 29, 1987",United States,1,Arizona State
2,28,Leandro Barbosa,SG,6-3,194,"November 28, 1982",Brazil,8,
3,2,Darren Collison,PG,6-0,175,"August 23, 1987",United States,2,UCLA
4,44,Kyrylo Fesenko,C,7-1,288,"December 24, 1986",Ukraine,4,
5,10,Jeff Foster,C,6-11,236,"January 16, 1977",United States,12,Texas State University
6,24,Paul George,SG,6-8,220,"May 2, 1990",United States,1,Fresno State
7,33,Danny Granger,SF,6-9,222,"April 20, 1983",United States,6,"Bradley, New Mexico"
8,50,Tyler Hansbrough,PF,6-9,250,"November 3, 1985",United States,2,UNC
9,55,Roy Hibbert,C,7-2,270,"December 11, 1986",United States,3,Georgetown
10,3,George Hill,PG,6-4,188,"May 4, 1986",United States,3,IUPUI
11,1,Dahntay Jones,SF,6-6,225,"December 27, 1980",United States,8,"Rutgers University, Duke"
12,12,AJ Price,PG,6-2,181,"October 7, 1986",United States,2,UConn
13,6,Lance Stephenson,SG,6-6,230,"September 5, 1990",United States,1,Cincinnati
14,21,David West,PF,6-9,250,"August 29, 1980",United States,8,Xavier
