,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Daniel Gibson,PG,6-2,190,"February 27, 1986",United States,2,Texas
1,21,JJ Hickson,C,6-9,242,"September 4, 1988",United States,R,NC State
2,11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",Lithuania,10,
3,0,Darnell Jackson,PF,6-9,253,"November 7, 1985",United States,R,Kansas
4,23,LeBron James,SF,6-9,250,"December 30, 1984",United States,5,
5,24,Trey Johnson,SG,6-5,218,"August 30, 1984",United States,R,"Alcorn State, Jackson State University"
6,8,Tarence Kinsey,SG,6-6,185,"March 21, 1984",United States,2,South Carolina
7,3,Sasha Pavlovic,SF,6-8,220,"November 15, 1983",Montenegro,5,
8,32,Joe Smith,C,6-10,225,"July 26, 1975",United States,13,Maryland
9,10,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",Spain,9,Miami University
10,17,Anderson Varejao,PF,6-10,273,"September 28, 1982",Brazil,4,
11,4,Ben Wallace,PF,6-9,240,"September 10, 1974",United States,12,Virginia Union University
12,13,Delonte West,SG,6-4,180,"July 26, 1983",United States,4,Saint Joseph's
13,31,Jawad Williams,SF,6-9,218,"February 19, 1983",United States,R,UNC
14,2,Mo Williams,PG,6-1,198,"December 19, 1982",United States,5,Alabama
15,55,Lorenzen Wright,C,6-11,225,"November 4, 1975",United States,12,Memphis
