,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,43,Jonah Bolden,PF,6-8,220,"January 2, 1996",au,R,UCLA
1,00,Corey Brewer,SF,6-9,186,"March 5, 1986",us,11,Florida
2,23,Jimmy Butler,SF,6-7,230,"September 14, 1989",us,7,Marquette
3,22,Wilson Chandler,PF,6-8,235,"May 10, 1987",us,10,DePaul
4,33,Robert Covington,SF,6-7,209,"December 14, 1990",us,5,Tennessee State
5,21,Joel Embiid,C,7-0,280,"March 16, 1994",cm,2,Kansas
6,11,James Ennis,SF,6-6,215,"July 1, 1990",us,4,Cal State Long Beach
7,20,Markelle Fultz,SG,6-3,209,"May 29, 1998",us,1,Washington
8,33,Tobias Harris,PF,6-8,226,"July 15, 1992",us,7,Tennessee
9,7,Haywood Highsmith,SF,6-7,220,"December 9, 1996",us,R,Wheeling University
10,11,Demetrius Jackson,PG,6-1,201,"September 7, 1994",us,2,Notre Dame
11,5,Amir Johnson,C,6-9,240,"May 1, 1987",us,13,
12,30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr,1,
13,51,Boban Marjanovic,C,7-4,290,"August 15, 1988",rs,3,
14,12,TJ McConnell,PG,6-1,190,"March 25, 1992",us,3,"Duquesne, Arizona"
15,18,Shake Milton,SG,6-5,205,"September 26, 1996",us,R,SMU
16,55,Greg Monroe,C,6-11,265,"June 4, 1990",us,8,Georgetown
17,31,Mike Muscala,PF,6-10,240,"July 1, 1991",us,5,Bucknell
18,0,Justin Patton,C,6-11,241,"June 14, 1997",us,1,Creighton
19,17,JJ Redick,SG,6-3,200,"June 24, 1984",us,12,Duke
20,9,Dario Saric,PF,6-10,225,"April 8, 1994",hr,2,
21,1,Mike Scott,PF,6-7,237,"July 16, 1988",us,6,Virginia
22,"1, 23",Landry Shamet,SG,6-4,190,"March 13, 1997",us,R,Wichita State
23,25,Ben Simmons,PG,6-11,240,"July 20, 1996",au,1,LSU
24,14,Jonathon Simmons,SF,6-6,195,"September 14, 1989",us,3,Houston
25,8,Zhaire Smith,SG,6-3,205,"June 4, 1999",us,R,Texas Tech
