,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,54,Kwame Brown,C,6-11,270,"March 10, 1982",United States,5,
1,24,Kobe Bryant,SG,6-6,212,"August 23, 1978",United States,10,
2,17,Andrew Bynum,C,7-0,285,"October 27, 1987",United States,1,
3,43,Brian Cook,PF,6-9,234,"December 4, 1980",United States,3,Illinois
4,6,Maurice Evans,SG,6-5,220,"November 8, 1978",United States,3,"Wichita State, Texas"
5,5,Jordan Farmar,PG,6-2,180,"November 30, 1986",United States,R,UCLA
6,2,Aaron McKie,SF,6-5,209,"October 2, 1972",United States,12,Temple
7,7,Lamar Odom,PF,6-10,220,"November 6, 1979",United States,7,Rhode Island
8,1,Smush Parker,PG,6-4,190,"June 1, 1981",United States,3,Fordham
9,10,Vladimir Radmanovic,PF,6-10,227,"November 19, 1980",Bosnia & Herzegovina,5,
10,21,Ronny Turiaf,C,6-10,249,"January 13, 1983",Martinique,1,Gonzaga
11,18,Sasha Vujacic,SG,6-7,195,"March 8, 1984",Slovenia,2,
12,4,Luke Walton,SF,6-8,235,"March 28, 1980",United States,3,Arizona
13,3,Shammond Williams,PG,6-1,201,"April 5, 1975",United States,6,UNC
