,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Darrell Armstrong,PG,6-0,170,"June 22, 1968",United States,11,Fayetteville State University
1,13,Doug Christie,SG,6-6,200,"May 9, 1970",United States,13,Pepperdine
2,25,Erick Dampier,C,6-11,265,"July 14, 1975",United States,9,Mississippi State
3,6,Marquis Daniels,SG,6-6,200,"January 7, 1981",United States,2,Auburn
4,7,DeSagana Diop,C,7-0,300,"January 30, 1982",Senegal,4,
5,44,Adrian Griffin,SG,6-5,217,"July 4, 1974",United States,6,Seton Hall
6,34,Devin Harris,PG,6-3,185,"February 27, 1983",United States,1,Wisconsin
7,5,Josh Howard,SF,6-7,210,"April 28, 1980",United States,2,Wake Forest
8,28,Didier Ilunga-Mbenga,C,7-0,245,"December 30, 1980",Congo - Kinshasa,1,
9,1,Rawle Marshall,SF,6-9,190,"February 20, 1982",Guyana,R,"Ball State University, Oakland"
10,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",Germany,7,
11,24,Pavel Podkolzin,C,7-5,260,"January 15, 1985",Russia,1,
12,33,Josh Powell,PF,6-9,225,"January 25, 1983",United States,R,NC State
13,42,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",United States,10,UNC
14,31,Jason Terry,PG,6-2,185,"September 15, 1977",United States,6,Arizona
15,2,Keith Van Horn,SF,6-10,220,"October 23, 1975",United States,8,Utah
