,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19980,3301,7358,0.449,1047,2965,0.353,2254,4393,0.513,1555,2088,0.745,900,2919,3819,1954,539,339,1236,1763,9204
1,Team/G,,243.7,40.3,89.7,0.449,12.8,36.2,0.353,27.5,53.6,0.513,19.0,25.5,0.745,11.0,35.6,46.6,23.8,6.6,4.1,15.1,21.5,112.2
2,Lg Rank,,1,20,14,25.0,5,5,14.0,27,25,17.0,6,4,24.0,10,10,7,21,27,28,26,23,15
3,Year/Year,,0.6%,5.3%,3.4%,0.008,0.6%,1.4%,-0.003,7.6%,4.8%,0.013,8.9%,12.9%,-0.027,13.6%,2.3%,4.8%,0.7%,5.3%,-13.1%,-0.7%,4.4%,5.3%
4,Opponent,82.0,19980,3460,7581,0.456,848,2486,0.341,2612,5095,0.513,1442,1872,0.77,902,2889,3791,1944,638,432,1104,1807,9210
5,Opponent/G,,243.7,42.2,92.5,0.456,10.3,30.3,0.341,31.9,62.1,0.513,17.6,22.8,0.77,11.0,35.2,46.2,23.7,7.8,5.3,13.5,22.0,112.3
6,Lg Rank,,1,23,27,12.0,5,9,3.0,30,30,11.0,16,16,21.0,24,18,24,10,22,22,20,7,18
7,Year/Year,,0.6%,1.2%,3.4%,-0.01,14.4%,23.7%,-0.028,-2.4%,-4.3%,0.01,-2.0%,-2.6%,0.005,5.7%,-3.1%,-1.1%,9.1%,1.3%,-4.0%,8.8%,11.9%,1.8%
