,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,3031,6301,0.481,547,1479,0.37,2484,4822,0.515,1760,2288,0.769,790,2666,3456,1639,544,430,1142,1674,8369
1,Team/G,,241.2,37.0,76.8,0.481,6.7,18.0,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20.0,6.6,5.2,13.9,20.4,102.1
2,Lg Rank,,20,19,29,2.0,11,15,7.0,18,27,2.0,3,3,12.0,27,2,9,26,26,9,11,14,8
3,Year/Year,,-0.5%,1.6%,-3.3%,0.023,10.7%,3.7%,0.023,-0.2%,-5.3%,0.026,21.2%,18.5%,0.017,-9.7%,4.4%,0.8%,5.9%,-10.1%,-5.9%,5.8%,-2.1%,5.7%
4,Opponent,82.0,19780,2869,6614,0.434,546,1584,0.345,2323,5030,0.462,1473,1980,0.744,864,2349,3213,1651,574,246,1081,1788,7757
5,Opponent/G,,241.2,35.0,80.7,0.434,6.7,19.3,0.345,28.3,61.3,0.462,18.0,24.1,0.744,10.5,28.6,39.2,20.1,7.0,3.0,13.2,21.8,94.6
6,Lg Rank,,20,5,13,2.0,18,21,9.0,1,7,4.0,10,17,2.0,9,2,2,5,9,1,28,5,6
7,Year/Year,,-0.5%,2.0%,3.2%,-0.005,4.2%,3.5%,0.002,1.5%,3.1%,-0.008,-6.6%,-5.3%,-0.01,0.9%,-5.4%,-3.8%,6.9%,11.0%,-30.7%,-8.7%,9.1%,0.4%
