,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,39,27,39,27,2.52,-0.26,2.26,101.0,98.2,90.4,0.257,0.194,0.496,14.7,19.7,0.2,0.452,14.9,72.4,0.216,TD Garden,614592
1,Lg Rank,10,21,10,10,11.0,18.0,12.0,27.0,1.0,21.0,22.0,24.0,10.0,25.0,30.0,17.0,2.0,4.0,20.0,19.0,,11
