,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Deni Avdija,SF,6-9,210,"January 3, 2001",Israel,R,
1,3,Bradley Beal,SG,6-3,207,"June 28, 1993",United States,8,Florida
2,7,Jordan Bell,C,6-8,216,"January 7, 1995",United States,3,Oregon
3,42,Davis Bertans,PF,6-10,225,"November 12, 1992",Latvia,4,
4,17,Isaac Bonga,SF,6-8,180,"November 8, 1999",Germany,2,
5,6,Troy Brown,SF,6-6,215,"July 28, 1999",United States,2,Oregon
6,13,Thomas Bryant,C,6-10,248,"July 31, 1997",United States,3,Indiana
7,21,Daniel Gafford,C,6-10,234,"October 1, 1998",United States,1,Arkansas
8,16,Anthony Gill,PF,6-7,230,"October 17, 1992",United States,R,"South Carolina, Virginia"
9,8,Rui Hachimura,PF,6-8,230,"February 8, 1998",Japan,1,Gonzaga
10,1,Chandler Hutchison,SF,6-6,210,"April 26, 1996",United States,2,Boise State
11,27,Alex Len,C,7-0,250,"June 16, 1993",Ukraine,7,Maryland
12,15,Robin Lopez,C,7-0,281,"April 1, 1988",United States,12,Stanford
13,24,Garrison Mathews,SG,6-5,215,"October 24, 1996",United States,1,Lipscomb
14,19,Raul Neto,PG,6-1,180,"May 19, 1992",Brazil,5,
15,18,Anzejs Pasecniks,C,7-1,229,"December 20, 1995",Latvia,1,
16,12,Jerome Robinson,SG,6-4,190,"February 22, 1997",United States,2,Boston College
17,14,Ish Smith,PG,6-0,175,"July 5, 1988",United States,10,Wake Forest
18,21,Moritz Wagner,C,6-11,245,"April 26, 1997",Germany,2,Michigan
19,4,Russell Westbrook,PG,6-3,200,"November 12, 1988",United States,12,UCLA
20,5,Cassius Winston,PG,6-1,185,"February 28, 1998",United States,R,Michigan State
