,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,2.0,Shai Gilgeous-Alexander,PG,6-6,180,"July 12, 1998",ca,3,Kentucky
1,7.0,Darius Bazley,PF,6-8,208,"June 12, 2000",us,2,
2,50.0,Jeremiah Robinson-Earl,F,6-9,230,"November 3, 2000",us,R,Villanova
3,23.0,Tre Mann,G,6-5,190,"February 3, 2001",us,R,Florida
4,22.0,Isaiah Roby,PF,6-8,230,"February 3, 1998",us,2,Nebraska
5,5.0,Luguentz Dort,SG,6-3,215,"April 19, 1999",ca,2,Arizona State
6,34.0,Kenrich Williams,PF,6-6,210,"December 2, 1994",us,3,TCU
7,15.0,Derrick Favors,C,6-9,265,"July 15, 1991",us,11,Georgia Tech
8,11.0,Theo Maledon,PG,6-4,175,"June 12, 2001",fr,1,
9,3.0,Josh Giddey,G,6-8,210,"October 10, 2002",au,R,
10,17.0,Aleksej Pokusevski,PF,7-0,190,"December 26, 2001",rs,1,
11,27.0,Vit Krejci,G,6-8,195,"June 19, 2000",cz,R,
12,,Mike Muscala,C,6-10,240,"July 1, 1991",us,8,Bucknell
13,,Aaron Wiggins (TW),G,6-6,200,"January 2, 1999",us,R,Maryland
14,,Ty Jerome,SG,6-5,195,"July 8, 1997",us,2,Virginia
15,,Gabriel Deck,PF,6-8,232,"February 8, 1995",ar,1,
16,,Paul Watson (TW),SF,6-6,210,"December 30, 1994",us,2,Fresno State
