,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,42,Alexis Ajinca,C,7-2,248,"May 6, 1988",France,4,
1,33,Ryan Anderson,PF,6-9,240,"May 6, 1988",United States,6,California
2,3,Omer Asik,C,7-0,255,"July 4, 1986",Turkey,4,
3,8,Luke Babbitt,SF,6-9,225,"June 20, 1989",United States,4,Nevada
4,30,Norris Cole,PG,6-2,175,"October 13, 1988",United States,3,Cleveland State University
5,44,Dante Cunningham,PF,6-8,230,"April 22, 1987",United States,5,Villanova
6,23,Anthony Davis,PF,6-10,253,"March 11, 1993",United States,2,Kentucky
7,16,Toney Douglas,SG,6-2,195,"March 16, 1986",United States,5,"Auburn, Florida State"
8,1,Tyreke Evans,SG,6-6,220,"September 19, 1989",United States,5,Memphis
9,32,Jimmer Fredette,PG,6-2,195,"February 25, 1989",United States,3,BYU
10,10,Eric Gordon,SG,6-3,215,"December 25, 1988",United States,6,Indiana
11,11,Jrue Holiday,PG,6-3,205,"June 12, 1990",United States,5,UCLA
12,24,Gal Mekel,PG,6-3,191,"March 4, 1988",Israel,1,Wichita State
13,2,Darius Miller,SF,6-6,225,"March 21, 1990",United States,2,Kentucky
14,20,Quincy Pondexter,SF,6-7,230,"March 10, 1988",United States,4,Washington
15,25,Austin Rivers,SG,6-4,200,"August 1, 1992",United States,2,Duke
16,15,John Salmons,SF,6-7,210,"December 12, 1979",United States,12,Miami (FL)
17,9,Russ Smith,PG,6-0,165,"April 19, 1991",United States,R,Louisville
18,2,Elliot Williams,SG,6-5,190,"June 20, 1989",United States,2,"Duke, Memphis"
19,5,Jeff Withey,C,7-0,231,"March 7, 1990",United States,1,Kansas
20,4,Nate Wolters,PG,6-4,190,"May 15, 1991",United States,1,South Dakota State
