,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19805,3283,7083,0.464,660,1839,0.359,2623,5244,0.5,1514,2089,0.725,868,2760,3628,2009,733,368,1326,1676,8740
1,Team/G,,241.5,40.0,86.4,0.464,8.0,22.4,0.359,32.0,64.0,0.5,18.5,25.5,0.725,10.6,33.7,44.2,24.5,8.9,4.5,16.2,20.4,106.6
2,Lg Rank,,19,4,6,8.0,19,21,10.0,6,8,10.0,9,6,26.0,13,14,11,4,5,20,28,15,3
3,Year/Year,,-0.3%,9.1%,7.0%,0.009,43.2%,36.2%,0.017,2.9%,-0.4%,0.016,-17.2%,-13.0%,-0.037,-3.0%,1.2%,0.1%,20.5%,33.3%,13.6%,-0.5%,-1.2%,5.2%
4,Opponent,82.0,19805,3327,7194,0.462,839,2293,0.366,2488,4901,0.508,1450,1902,0.762,926,2765,3691,1986,722,437,1308,1800,8943
5,Opponent/G,,241.5,40.6,87.7,0.462,10.2,28.0,0.366,30.3,59.8,0.508,17.7,23.2,0.762,11.3,33.7,45.0,24.2,8.8,5.3,16.0,22.0,109.1
6,Lg Rank,,19,29,28,24.0,30,30,23.0,22,16,26.0,16,14,21.0,23,17,23,26,28,19,6,4,30
7,Year/Year,,-0.3%,2.7%,1.4%,0.006,16.9%,11.6%,0.017,-1.3%,-2.7%,0.008,2.1%,0.2%,0.014,3.1%,11.5%,9.3%,3.9%,1.4%,-14.0%,23.5%,-8.1%,3.8%
