Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,22.0,MEM,NBA,PF,59,12,18.4,2.8,5.1,0.559,0.4,1.1,0.338,2.5,4.0,0.62,0.595,0.6,0.9,0.642,1.3,3.1,4.3,1.3,0.7,0.6,0.8,2.0,6.6
2021-22,23.0,MEM,NBA,PF,8,0,14.9,1.8,3.6,0.483,0.1,1.1,0.111,1.6,2.5,0.65,0.5,0.4,0.6,0.6,1.0,2.3,3.3,1.1,1.6,0.1,0.6,0.6,4.0
Career,,,NBA,,67,12,18.0,2.7,4.9,0.552,0.3,1.1,0.311,2.4,3.8,0.622,0.587,0.6,0.9,0.638,1.2,3.0,4.2,1.3,0.9,0.5,0.7,1.8,6.3
