,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Pero Antic,C,6-11,260,"July 29, 1982",North Macedonia,1,
1,24,Kent Bazemore,SG,6-4,195,"July 1, 1989",United States,2,Old Dominion
2,7,Elton Brand,C,6-8,275,"March 11, 1979",United States,15,Duke
3,5,DeMarre Carroll,SF,6-6,215,"July 27, 1986",United States,5,"Vanderbilt, Missouri"
4,3,Austin Daye,SF,6-11,220,"June 5, 1988",United States,5,Gonzaga
5,15,Al Horford,C,6-9,240,"June 3, 1986",Dominican Republic,7,Florida
6,12,John Jenkins,SG,6-4,215,"March 6, 1991",United States,2,Vanderbilt
7,26,Kyle Korver,SG,6-7,212,"March 17, 1981",United States,11,Creighton
8,8,Shelvin Mack,PG,6-3,203,"April 22, 1990",United States,3,Butler
9,4,Paul Millsap,PF,6-7,257,"February 10, 1985",United States,8,Louisiana Tech
10,31,Mike Muscala,PF,6-10,240,"July 1, 1991",United States,1,Bucknell
11,33,Adreian Payne,PF,6-10,237,"February 19, 1991",United States,R,Michigan State
12,17,Dennis Schroder,PG,6-3,172,"September 15, 1993",Germany,1,
13,32,Mike Scott,PF,6-7,237,"July 16, 1988",United States,2,Virginia
14,25,Thabo Sefolosha,SF,6-6,215,"May 2, 1984",Switzerland,8,
15,0,Jeff Teague,PG,6-3,195,"June 10, 1988",United States,5,Wake Forest
