Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2021-22,19.0,GSW,NBA,SG,14,0,6.1,0.7,1.9,0.385,0.1,1.1,0.133,0.6,0.8,0.727,0.423,0.1,0.1,0.5,0.1,0.7,0.8,0.2,0.0,0.1,0.1,0.3,1.6
Career,,,NBA,,14,0,6.1,0.7,1.9,0.385,0.1,1.1,0.133,0.6,0.8,0.727,0.423,0.1,0.1,0.5,0.1,0.7,0.8,0.2,0.0,0.1,0.1,0.3,1.6
