,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,25,57,25,57,-5.63,-0.48,-6.12,98.8,104.8,92.2,0.337,0.194,0.454,16.0,30.7,0.241,0.486,14.9,69.5,0.214,MCI Center,645363
1,Lg Rank,27,3,27,27,27.0,21.0,27.0,27.0,20.0,7.0,4.0,12.0,26.0,27.0,6.0,11.0,25.0,9.0,25.0,6.0,,21
