Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,24.0,MIL,NBA,SG,75.0,28.0,26.4,3.9,8.5,0.457,1.0,2.6,0.404,2.8,5.9,0.48,0.518,1.5,1.7,0.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2
2017-18,25.0,MIL,NBA,PG,48.0,20.0,29.9,5.1,10.5,0.485,1.3,3.4,0.385,3.8,7.1,0.532,0.547,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13.0
2018-19,26.0,MIL,NBA,SG,64.0,64.0,28.6,5.9,11.7,0.505,1.6,3.8,0.426,4.3,7.9,0.544,0.575,2.2,2.4,0.928,1.0,3.5,4.5,3.2,0.7,0.2,1.4,1.6,15.6
2019-20,27.0,IND,NBA,PG,54.0,54.0,30.9,6.0,13.8,0.438,1.4,4.3,0.326,4.6,9.5,0.488,0.489,3.1,3.4,0.892,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8,16.5
2020-21,28.0,IND,NBA,PG,56.0,56.0,34.5,7.9,17.5,0.453,2.6,6.7,0.388,5.3,10.8,0.493,0.527,2.7,3.2,0.864,1.0,4.2,5.3,5.9,0.9,0.3,2.1,2.0,21.2
2021-22,29.0,IND,NBA,PG,11.0,11.0,36.6,8.2,18.3,0.448,1.7,6.0,0.288,6.5,12.3,0.526,0.495,4.1,4.7,0.865,1.2,5.9,7.1,6.5,0.6,0.6,3.0,2.0,22.2
Career,,,NBA,,308.0,233.0,30.0,5.8,12.4,0.465,1.6,4.1,0.381,4.2,8.3,0.507,0.528,2.2,2.5,0.886,0.8,3.4,4.2,4.7,0.9,0.2,1.8,1.9,15.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIL,NBA,,187.0,112.0,28.1,4.9,10.1,0.484,1.3,3.2,0.408,3.6,6.9,0.519,0.548,1.7,1.9,0.895,0.7,2.8,3.5,3.6,0.9,0.2,1.4,2.0,12.8
3 seasons,,IND,NBA,,121.0,121.0,33.0,7.1,15.9,0.447,2.0,5.5,0.357,5.1,10.4,0.495,0.509,3.0,3.4,0.877,1.0,4.3,5.2,6.5,0.8,0.3,2.3,1.9,19.2
