Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2021-22,21.0,NYK,NBA,PG,6,8,-11.5,0.111,0.667,0.0,13.3,0.0,6.6,18.5,6.2,11.8,0.0,49.3,-0.1,0.0,-0.1,-0.66,-18.0,-4.2,-22.2,0.0
Career,,,NBA,,6,8,-11.5,0.111,0.667,0.0,13.3,0.0,6.6,18.5,6.2,11.8,0.0,49.3,-0.1,0.0,-0.1,-0.66,-18.0,-4.2,-22.2,0.0
