Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,29.0,BOS,NBA,PG,36.0,0.0,9.5,1.4,2.9,0.476,0.4,1.1,0.41,0.9,1.8,0.515,0.552,0.7,0.8,0.857,0.1,1.1,1.1,1.6,0.3,0.1,0.5,0.9,3.9
2019-20,30.0,BOS,NBA,PG,71.0,1.0,19.3,2.3,5.1,0.448,0.5,1.4,0.363,1.8,3.7,0.481,0.499,1.8,1.9,0.926,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9,6.9
2020-21,31.0,TOT,NBA,PG,61.0,0.0,17.3,1.9,4.9,0.385,0.3,1.4,0.188,1.6,3.5,0.463,0.411,1.5,1.7,0.891,0.3,1.4,1.7,2.9,0.7,0.2,1.2,1.5,5.5
2020-21,31.0,GSW,NBA,PG,39.0,0.0,16.0,1.6,4.4,0.353,0.3,1.6,0.213,1.2,2.9,0.429,0.39,1.3,1.4,0.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,1.4,4.7
2020-21,31.0,CHO,NBA,PG,22.0,0.0,19.5,2.5,5.7,0.429,0.1,1.1,0.125,2.3,4.6,0.5,0.44,1.8,2.0,0.889,0.5,1.3,1.8,3.4,0.8,0.2,1.5,1.8,6.9
2021-22,32.0,IND,NBA,PG,6.0,0.0,14.0,1.0,3.7,0.273,0.5,1.2,0.429,0.5,2.5,0.2,0.341,0.5,0.7,0.75,0.5,1.5,2.0,2.8,0.0,0.7,1.5,2.0,3.0
Career,,,NBA,,174.0,1.0,16.4,1.9,4.5,0.423,0.4,1.3,0.309,1.5,3.2,0.47,0.468,1.4,1.5,0.903,0.3,1.5,1.7,2.4,0.7,0.2,1.0,1.6,5.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,BOS,NBA,,107.0,1.0,16.0,2.0,4.4,0.454,0.5,1.3,0.376,1.5,3.0,0.488,0.511,1.4,1.5,0.915,0.2,1.5,1.7,2.2,0.7,0.1,0.9,1.6,5.9
1 season,,GSW,NBA,,39.0,0.0,16.0,1.6,4.4,0.353,0.3,1.6,0.213,1.2,2.9,0.429,0.39,1.3,1.4,0.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,1.4,4.7
1 season,,CHO,NBA,,22.0,0.0,19.5,2.5,5.7,0.429,0.1,1.1,0.125,2.3,4.6,0.5,0.44,1.8,2.0,0.889,0.5,1.3,1.8,3.4,0.8,0.2,1.5,1.8,6.9
1 season,,IND,NBA,,6.0,0.0,14.0,1.0,3.7,0.273,0.5,1.2,0.429,0.5,2.5,0.2,0.341,0.5,0.7,0.75,0.5,1.5,2.0,2.8,0.0,0.7,1.5,2.0,3.0
