,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,22,Matt Barnes,SF,6-7,226,"March 9, 1980",United States,13,UCLA
1,21,Ian Clark,SG,6-3,175,"March 7, 1991",United States,3,Belmont
2,30,Stephen Curry,PG,6-3,185,"March 14, 1988",United States,7,Davidson
3,35,Kevin Durant,PF,6-10,240,"September 29, 1988",United States,9,Texas
4,23,Draymond Green,PF,6-6,230,"March 4, 1990",United States,4,Michigan State
5,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",United States,12,Arizona
6,15,Damian Jones,C,6-11,245,"June 30, 1995",United States,R,Vanderbilt
7,34,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,11,
8,5,Kevon Looney,C,6-9,222,"February 6, 1996",United States,1,UCLA
9,20,James Michael McAdoo,PF,6-9,230,"January 4, 1993",United States,2,UNC
10,0,Patrick McCaw,SG,6-7,181,"October 25, 1995",United States,R,UNLV
11,1,JaVale McGee,C,7-0,270,"January 19, 1988",United States,8,Nevada
12,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",Georgia,13,
13,11,Klay Thompson,SG,6-6,215,"February 8, 1990",United States,5,Washington State
14,18,Anderson Varejao,C,6-10,273,"September 28, 1982",Brazil,12,
15,2,Briante Weber,PG,6-2,165,"December 29, 1992",United States,1,VCU
16,3,David West,C,6-9,250,"August 29, 1980",United States,13,Xavier
