Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,23.0,LAC,NBA,SF,41,6,8.8,0.9,1.9,0.468,0.2,0.5,0.35,0.7,1.4,0.508,0.513,0.4,0.7,0.667,0.2,1.1,1.3,1.3,0.3,0.1,0.4,1.1,2.4
2020-21,24.0,LAC,NBA,SG,67,10,18.9,2.7,5.2,0.509,0.6,1.4,0.418,2.1,3.9,0.541,0.563,1.2,1.4,0.83,0.8,2.8,3.6,1.6,0.4,0.2,0.6,1.9,7.0
2021-22,25.0,LAC,NBA,SF,24,0,27.3,3.5,7.8,0.449,1.0,2.8,0.338,2.5,5.0,0.513,0.511,1.5,1.9,0.783,1.5,3.6,5.1,2.3,0.6,0.1,1.1,2.3,9.5
Career,,,NBA,,132,16,17.3,2.3,4.7,0.485,0.5,1.4,0.38,1.8,3.3,0.529,0.541,1.0,1.3,0.79,0.8,2.4,3.2,1.6,0.4,0.2,0.6,1.7,6.0
