,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,Steven Adams,C,6-11,265,"July 20, 1993",New Zealand,6,Pitt
1,7,Darius Bazley,PF,6-8,208,"June 12, 2000",United States,R,
2,30,Deonte Burton,SF,6-4,240,"January 31, 1994",United States,1,"Marquette, Iowa State"
3,6,Hamidou Diallo,SF,6-5,202,"July 31, 1998",United States,1,Kentucky
4,5,Luguentz Dort,SF,6-3,215,"April 19, 1999",Canada,R,Arizona State
5,23,Terrance Ferguson,SF,6-6,190,"May 17, 1998",United States,2,
6,8,Danilo Gallinari,PF,6-10,233,"August 8, 1988",Italy,10,
7,2,Shai Gilgeous-Alexander,SG,6-6,180,"July 12, 1998",Canada,1,Kentucky
8,14,Devon Hall,PG,6-2,215,"July 7, 1995",United States,R,Virginia
9,15,Kevin Hervey,PF,6-9,230,"July 9, 1996",United States,R,UT Arlington
10,33,Mike Muscala,C,6-10,240,"July 1, 1991",United States,6,Bucknell
11,11,Abdel Nader,SF,6-5,225,"September 25, 1993",Egypt,2,"Northern Illinois, Iowa State"
12,9,Nerlens Noel,C,6-11,220,"April 10, 1994",United States,5,Kentucky
13,13,Justin Patton,C,6-11,241,"June 14, 1997",United States,2,Creighton
14,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,14,Wake Forest
15,21,Andre Roberson,SF,6-7,210,"December 4, 1991",United States,5,Colorado
16,22,Isaiah Roby,PF,6-8,230,"February 3, 1998",United States,R,Nebraska
17,17,Dennis Schroder,PG,6-3,172,"September 15, 1993",Germany,6,
