Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,24.0,CHO,NBA,SF,48,903,10.5,0.505,0.372,0.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.2,0.8,1.0,0.052,-3.1,1.0,-2.2,0.0
2020-21,25.0,CHO,NBA,SF,52,849,10.6,0.5,0.309,0.229,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,0.2,0.9,1.1,0.061,-2.6,0.3,-2.2,-0.1
2021-22,26.0,CHO,NBA,SF,12,294,16.3,0.602,0.319,0.375,5.7,13.0,9.1,10.8,2.4,2.0,6.7,12.6,0.7,0.1,0.8,0.133,1.4,0.1,1.5,0.3
Career,,,NBA,,112,2046,11.4,0.519,0.338,0.289,5.5,14.4,9.8,14.2,2.2,1.3,14.6,13.0,1.2,1.7,2.9,0.067,-2.2,0.6,-1.7,0.2
