,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,2682,6260,0.428,339,992,0.342,2343,5268,0.445,1512,2009,0.753,941,2408,3349,1640,654,358,1307,1701,7215
1,Team/G,,242.1,32.7,76.3,0.428,4.1,12.1,0.342,28.6,64.2,0.445,18.4,24.5,0.753,11.5,29.4,40.8,20.0,8.0,4.4,15.9,20.7,88.0
2,Lg Rank,,7,28,27,23.0,23,24,17.0,21,19,25.0,14,15,16.0,20,21,24,23,16,23,22,8,28
3,Year/Year,,0.0%,-9.8%,-5.7%,-0.02,38.4%,26.0%,0.03,-14.2%,-10.0%,-0.022,-13.4%,-10.8%,-0.022,-9.7%,-0.3%,-3.1%,-7.4%,-22.5%,26.1%,7.8%,-5.7%,-9.1%
4,Opponent,82.0,19855,2751,6369,0.432,443,1329,0.333,2308,5040,0.458,1474,1982,0.744,996,2398,3394,1747,678,463,1245,1757,7419
5,Opponent/G,,242.1,33.5,77.7,0.432,5.4,16.2,0.333,28.1,61.5,0.458,18.0,24.2,0.744,12.1,29.2,41.4,21.3,8.3,5.6,15.2,21.4,90.5
6,Lg Rank,,7,10,6,9.0,19,24,5.0,7,3,14.0,16,15,7.0,14,6,10,15,23,26,14,14,10
7,Year/Year,,0.0%,-4.3%,0.1%,-0.02,-2.2%,4.0%,-0.021,-4.7%,-0.9%,-0.019,-4.7%,-2.6%,-0.016,9.7%,-0.1%,2.6%,-3.4%,6.1%,-11.1%,-11.4%,-6.8%,-4.3%
