,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,Rafer Alston,PG,6-2,171,"July 24, 1976",United States,7,Fresno State
1,31,Shane Battier,SF,6-8,220,"September 9, 1978",United States,5,Duke
2,44,Chuck Hayes,PF,6-6,240,"June 11, 1983",United States,1,Kentucky
3,2,Luther Head,SG,6-3,185,"November 26, 1982",United States,1,Illinois
4,5,Juwan Howard,PF,6-9,240,"February 7, 1973",United States,12,Michigan
5,15,John Lucas III,PG,5-11,166,"November 21, 1982",United States,1,"Baylor, Oklahoma State"
6,1,Tracy McGrady,SG,6-8,210,"May 24, 1979",United States,9,
7,11,Yao Ming,C,7-6,310,"September 12, 1980",China,4,
8,55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",Congo - Kinshasa,15,Georgetown
9,20,Steve Novak,SF,6-10,225,"June 13, 1983",United States,R,Marquette
10,35,Scott Padgett,PF,6-9,240,"April 19, 1976",United States,7,Kentucky
11,13,Kirk Snyder,SF,6-6,225,"June 5, 1983",United States,2,Nevada
12,10,Vassilis Spanoulis,SG,6-4,195,"August 7, 1982",Greece,R,
13,25,Jake Tsakalidis,C,7-2,285,"June 10, 1979",Georgia,6,
14,6,Bonzi Wells,SF,6-5,210,"September 28, 1976",United States,8,Ball State University
