,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2013-14,22.0,OKC,NBA,SG,40.0,16.0,10.0,0.8,1.7,0.485,0.1,0.3,0.154,0.8,1.4,0.564,0.5,0.2,0.3,0.7,0.9,1.5,2.4,0.4,0.5,0.3,0.5,1.9,1.9
1,2014-15,23.0,OKC,NBA,SG,67.0,65.0,19.2,1.4,3.0,0.458,0.3,1.3,0.247,1.1,1.7,0.612,0.51,0.3,0.7,0.479,0.9,2.9,3.8,1.0,0.8,0.4,0.7,2.1,3.4
2,2015-16,24.0,OKC,NBA,SG,70.0,70.0,22.2,1.9,3.9,0.496,0.5,1.5,0.311,1.5,2.4,0.608,0.555,0.5,0.8,0.611,1.1,2.5,3.6,0.7,0.8,0.6,0.5,1.9,4.8
3,2016-17,25.0,OKC,NBA,SF,79.0,79.0,30.1,2.7,5.9,0.464,0.6,2.3,0.245,2.2,3.5,0.609,0.513,0.6,1.4,0.423,1.2,3.9,5.1,1.0,1.2,1.0,0.6,2.6,6.6
4,2017-18,26.0,OKC,NBA,SG,39.0,39.0,26.6,2.2,4.2,0.537,0.2,0.9,0.222,2.0,3.2,0.627,0.562,0.3,1.0,0.316,1.9,2.8,4.7,1.2,1.2,0.9,0.8,2.3,5.0
5,2019-20,28.0,OKC,NBA,SF,7.0,0.0,12.4,1.1,4.1,0.276,0.4,2.0,0.214,0.7,2.1,0.333,0.328,0.1,0.3,0.5,1.0,2.9,3.9,0.6,0.1,0.4,0.3,1.9,2.9
6,2020-21,29.0,BRK,NBA,SG,5.0,0.0,12.6,0.4,2.8,0.143,0.2,1.6,0.125,0.2,1.2,0.167,0.179,0.2,0.4,0.5,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2
7,Career,,,NBA,,307.0,269.0,22.2,1.9,3.9,0.473,0.4,1.4,0.253,1.5,2.5,0.6,0.519,0.4,0.9,0.468,1.2,2.8,4.0,0.9,0.9,0.6,0.6,2.1,4.5
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6 seasons,,OKC,NBA,,302.0,269.0,22.3,1.9,4.0,0.477,0.4,1.4,0.255,1.5,2.5,0.604,0.523,0.4,0.9,0.468,1.2,2.8,4.0,0.9,0.9,0.7,0.6,2.2,4.6
10,1 season,,BRK,NBA,,5.0,0.0,12.6,0.4,2.8,0.143,0.2,1.6,0.125,0.2,1.2,0.167,0.179,0.2,0.4,0.5,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2
