,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,Anthony Bennett,PF,6-8,245,"March 14, 1993",Canada,2,UNLV
1,8,Bismack Biyombo,C,6-8,255,"August 28, 1992",Congo - Kinshasa,4,
2,20,Bruno Caboclo,SF,6-9,218,"September 21, 1995",Brazil,1,
3,5,DeMarre Carroll,SF,6-6,215,"July 27, 1986",United States,6,"Vanderbilt, Missouri"
4,10,DeMar DeRozan,SG,6-6,220,"August 7, 1989",United States,6,USC
5,3,James Johnson,PF,6-7,240,"February 20, 1987",United States,6,Wake Forest
6,6,Cory Joseph,SG,6-3,200,"August 20, 1991",Canada,4,Texas
7,7,Kyle Lowry,PG,6-0,196,"March 25, 1986",United States,9,Villanova
8,92,Lucas Nogueira,C,7-0,241,"July 26, 1992",Brazil,1,
9,54,Patrick Patterson,PF,6-8,235,"March 14, 1989",United States,5,Kentucky
10,24,Norman Powell,SG,6-3,215,"May 25, 1993",United States,R,UCLA
11,31,Terrence Ross,SF,6-6,206,"February 5, 1991",United States,3,Washington
12,4,Luis Scola,PF,6-9,240,"April 30, 1980",Argentina,8,
13,1,Jason Thompson,C,6-11,250,"July 21, 1986",United States,7,Rider University
14,17,Jonas Valanciunas,C,6-11,265,"May 6, 1992",Lithuania,3,
15,55,Delon Wright,PG,6-5,185,"April 26, 1992",United States,R,Utah
