,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19830,2975,6656,0.447,497,1394,0.357,2478,5262,0.471,1889,2496,0.757,1035,2344,3379,1523,658,339,1143,1855,8336
1,Team/G,,241.8,36.3,81.2,0.447,6.1,17.0,0.357,30.2,64.2,0.471,23.0,30.4,0.757,12.6,28.6,41.2,18.6,8.0,4.1,13.9,22.6,101.7
2,Lg Rank,,17,13,7,21.0,12,15,15.0,14,11,22.0,1,2,12.0,3,25,15,25,3,22,10,12,3
3,Year/Year,,0.3%,0.3%,-2.0%,0.01,-3.3%,-6.9%,0.013,1.1%,-0.6%,0.008,5.2%,0.8%,0.032,-8.6%,-1.3%,-3.6%,-2.6%,-8.1%,-2.3%,-2.5%,2.7%,1.2%
4,Opponent,82.0,19830,3014,6477,0.465,501,1379,0.363,2513,5098,0.493,1655,2222,0.745,964,2477,3441,1766,537,341,1326,2075,8184
5,Opponent/G,,241.8,36.8,79.0,0.465,6.1,16.8,0.363,30.6,62.2,0.493,20.2,27.1,0.745,11.8,30.2,42.0,21.5,6.5,4.2,16.2,25.3,99.8
6,Lg Rank,,17,20,18,23.0,22,21,21.0,19,11,23.0,20,18,16.0,21,20,24,23,6,5,2,3,21
7,Year/Year,,0.3%,-2.7%,-4.0%,0.006,-3.8%,-3.7%,-0.001,-2.5%,-4.1%,0.008,6.8%,9.2%,-0.017,-5.2%,-1.3%,-2.4%,-6.3%,-8.4%,-17.2%,1.5%,4.0%,-1.0%
