,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,19,Blake Ahearn,PG,6-2,190,"May 27, 1984",United States,1,Missouri State
1,15,Matt Bonner,PF,6-10,235,"April 5, 1980",United States,4,Florida
2,12,Bruce Bowen,SF,6-7,185,"June 14, 1971",United States,12,Cal State Fullerton
3,22,Austin Croshere,PF,6-9,235,"May 1, 1975",United States,11,Providence
4,21,Tim Duncan,C,6-11,250,"April 25, 1976",U.S. Virgin Islands,11,Wake Forest
5,33,Desmon Farmer,SG,6-5,220,"October 7, 1981",United States,1,USC
6,4,Michael Finley,SF,6-7,215,"March 6, 1973",United States,13,Wisconsin
7,20,Manu Ginobili,SG,6-6,205,"July 28, 1977",Argentina,6,
8,90,Drew Gooden,PF,6-10,250,"September 24, 1981",United States,6,Kansas
9,1,Malik Hairston,SG,6-6,220,"February 23, 1987",United States,R,Oregon
10,3,George Hill,PG,6-4,188,"May 4, 1986",United States,R,IUPUI
11,8,Roger Mason,SG,6-5,200,"September 10, 1980",United States,4,Virginia
12,54,Pops Mensah-Bonsu,PF,6-9,240,"September 7, 1983",United Kingdom,1,George Washington
13,7,Fabricio Oberto,C,6-10,245,"March 21, 1975",Argentina,3,
14,9,Tony Parker,PG,6-2,185,"May 17, 1982",Belgium,7,
15,40,Kurt Thomas,PF,6-9,230,"October 4, 1972",United States,13,TCU
16,35,Anthony Tolliver,PF,6-8,240,"June 1, 1985",United States,R,Creighton
17,5,Ime Udoka,SF,6-6,215,"August 9, 1977",United States,4,"San Francisco, Portland State"
18,11,Jacque Vaughn,PG,6-1,190,"February 11, 1975",United States,11,Kansas
19,2,Marcus Williams,PF,6-7,205,"November 18, 1986",United States,1,Arizona
