,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Darius Bazley,PF,6-8,208,"June 12, 2000",United States,1,
1,13,Tony Bradley,C,6-10,248,"January 8, 1998",United States,3,UNC
2,44,Charlie Brown,SG,6-6,199,"February 2, 1997",United States,1,Saint Joseph's
3,9,Moses Brown,C,7-2,245,"October 13, 1999",United States,1,UCLA
4,6,Gabriel Deck,PF,6-8,232,"February 8, 1995",Argentina,R,
5,6,Hamidou Diallo,SG,6-5,202,"July 31, 1998",United States,2,Kentucky
6,5,Luguentz Dort,SG,6-3,215,"April 19, 1999",Canada,1,Arizona State
7,2,Shai Gilgeous-Alexander,SG,6-6,180,"July 12, 1998",Canada,2,Kentucky
8,15,Josh Hall,SF,6-9,190,"October 8, 2000",United States,R,
9,3,George Hill,PG,6-4,188,"May 4, 1986",United States,12,IUPUI
10,8,Jaylen Hoard,SF,6-8,216,"March 30, 1999",France,1,Wake Forest
11,42,Al Horford,C,6-9,240,"June 3, 1986",Dominican Republic,13,Florida
12,44,Justin Jackson,SF,6-8,220,"March 28, 1995",United States,3,UNC
13,16,Ty Jerome,SG,6-5,195,"July 8, 1997",United States,1,Virginia
14,11,Theo Maledon,PG,6-4,175,"June 12, 2001",France,R,
15,12,Darius Miller,SF,6-6,225,"March 21, 1990",United States,5,Kentucky
16,33,Mike Muscala,C,6-10,240,"July 1, 1991",United States,7,Bucknell
17,14,Svi Mykhailiuk,SG,6-7,205,"June 10, 1997",Ukraine,2,Kansas
18,17,Aleksej Pokusevski,PF,7-0,190,"December 26, 2001",Serbia,R,
19,3,Justin Robinson,PG,6-1,195,"October 12, 1997",United States,1,Virginia Tech
20,22,Isaiah Roby,PF,6-8,230,"February 3, 1998",United States,1,Nebraska
21,34,Kenrich Williams,PF,6-6,210,"December 2, 1994",United States,2,TCU
