,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Bam Adebayo,C,6-9,255,"July 18, 1997",United States,R,Kentucky
1,22,Luke Babbitt,SF,6-9,225,"June 20, 1989",United States,7,Nevada
2,7,Goran Dragic,PG,6-3,190,"May 6, 1986",Slovenia,9,
3,2,Wayne Ellington,SG,6-4,207,"November 29, 1987",United States,8,UNC
4,40,Udonis Haslem,C,6-8,235,"June 9, 1980",United States,14,Florida
5,16,James Johnson,PF,6-7,240,"February 20, 1987",United States,8,Wake Forest
6,8,Tyler Johnson,PG,6-3,186,"May 7, 1992",United States,3,Fresno State
7,5,Derrick Jones,SF,6-5,210,"February 15, 1997",United States,1,UNLV
8,17,Rodney McGruder,SG,6-4,205,"July 29, 1991",United States,1,Kansas State
9,25,Jordan Mickey,PF,6-8,235,"July 9, 1994",United States,2,LSU
10,9,Kelly Olynyk,PF,6-11,240,"April 19, 1991",Canada,4,Gonzaga
11,0,Josh Richardson,SF,6-5,200,"September 15, 1993",United States,2,Tennessee
12,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",United States,14,Marquette
13,11,Dion Waiters,SG,6-3,215,"December 10, 1991",United States,5,Syracuse
14,14,Derrick Walton,PG,6-0,189,"April 3, 1995",United States,R,Michigan
15,15,Okaro White,PF,6-8,205,"August 13, 1992",United States,1,Florida State
16,21,Hassan Whiteside,C,7-0,265,"June 13, 1989",United States,5,Marshall
17,12,Matt Williams,SG,6-5,210,"October 14, 1993",United States,R,Central Florida
18,20,Justise Winslow,PF,6-6,222,"March 26, 1996",United States,2,Duke
