,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,2992,6607,0.453,552,1583,0.349,2440,5024,0.486,1618,2172,0.745,970,2488,3458,1734,628,350,1143,1894,8154
1,Team/G,,242.1,36.5,80.6,0.453,6.7,19.3,0.349,29.8,61.3,0.486,19.7,26.5,0.745,11.8,30.3,42.2,21.1,7.7,4.3,13.9,23.1,99.4
2,Lg Rank,,13,10,9,19.0,8,5,19.0,20,21,9.0,17,17,15.0,10,10,7,9,5,20,10,18,7
3,Year/Year,,0.4%,3.4%,-0.3%,0.016,-14.3%,-12.7%,-0.007,8.4%,4.3%,0.018,-2.6%,1.6%,-0.032,-5.6%,-0.9%,-2.3%,3.7%,23.6%,1.7%,-2.8%,5.6%,0.7%
4,Opponent,82.0,19855,2945,6547,0.45,474,1342,0.353,2471,5205,0.475,1585,2123,0.747,893,2399,3292,1730,536,354,1158,1925,7949
5,Opponent/G,,242.1,35.9,79.8,0.45,5.8,16.4,0.353,30.1,63.5,0.475,19.3,25.9,0.747,10.9,29.3,40.1,21.1,6.5,4.3,14.1,23.5,96.9
6,Lg Rank,,13,16,23,12.0,15,17,12.0,14,19,12.0,13,13,19.0,13,9,9,17,4,7,18,8,15
7,Year/Year,,0.4%,-6.2%,-5.5%,-0.004,-13.7%,-11.8%,-0.008,-4.7%,-3.7%,-0.005,5.2%,9.9%,-0.034,-12.7%,-2.2%,-5.3%,-13.5%,-14.5%,-15.7%,20.0%,6.1%,-4.7%
