,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11,Rafer Alston,PG,6-2,171,"July 24, 1976",United States,5,Fresno State
1,55,Rafael Araujo,C,6-11,280,"August 12, 1980",Brazil,R,BYU
2,16,Matt Bonner,C,6-10,235,"April 5, 1980",United States,R,Florida
3,4,Chris Bosh,PF,6-11,235,"March 24, 1984",United States,1,Georgia Tech
4,15,Vince Carter,SG,6-6,220,"January 26, 1977",United States,6,UNC
5,1,Omar Cook,PG,6-1,190,"January 28, 1982",United States,1,St. John's
6,42,Donyell Marshall,PF,6-9,218,"May 18, 1973",United States,10,UConn
7,6,Jerome Moiso,C,6-10,235,"June 15, 1978",France,4,UCLA
8,21,Lamond Murray,SF,6-7,236,"April 20, 1973",United States,9,California
9,10,Milt Palacio,PG,6-3,195,"February 7, 1978",United States,5,"Midland College, Colorado State"
10,24,Morris Peterson,SG,6-7,218,"August 26, 1977",United States,4,Michigan State
11,5,Jalen Rose,SF,6-8,210,"January 30, 1973",United States,10,Michigan
12,9,Pape Sow,C,6-10,250,"November 22, 1981",Senegal,R,Cal State Fullerton
13,34,Aaron Williams,C,6-9,220,"October 2, 1971",United States,10,Xavier
14,17,Eric Williams,SG,6-8,220,"July 17, 1972",United States,9,"Vincennes University, Providence"
15,3,Loren Woods,C,7-1,245,"June 21, 1978",United States,3,"Wake Forest, Arizona"
