,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,30,Carlos Arroyo,PG,6-2,202,"July 30, 1979",Puerto Rico,3,Florida International University
1,1,Chauncey Billups,PG,6-3,202,"September 25, 1976",United States,7,Colorado
2,41,Elden Campbell,C,6-11,215,"July 23, 1968",United States,14,Clemson
3,44,Derrick Coleman,C,6-10,230,"June 21, 1967",United States,14,Syracuse
4,20,Carlos Delfino,SG,6-6,230,"August 29, 1982",Argentina,R,
5,12,Ronald Dupree,SF,6-7,209,"January 26, 1981",United States,1,LSU
6,7,Anthony Goldwire,PG,6-1,182,"September 6, 1971",United States,6,Houston
7,8,Darvin Ham,SF,6-7,220,"July 23, 1973",United States,7,Texas Tech
8,32,Richard Hamilton,SG,6-6,185,"February 14, 1978",United States,5,UConn
9,10,Lindsey Hunter,SG,6-2,170,"December 3, 1970",United States,11,"Alcorn State, Jackson State University"
10,5,Horace Jenkins,PG,6-1,180,"October 14, 1974",United States,R,William Paterson University
11,24,Antonio McDyess,PF,6-9,220,"September 7, 1974",United States,8,Alabama
12,31,Darko Milicic,C,7-0,250,"June 20, 1985",Serbia,1,
13,7,Smush Parker,PG,6-4,190,"June 1, 1981",United States,1,Fordham
14,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",United States,2,Kentucky
15,3,Ben Wallace,C,6-9,240,"September 10, 1974",United States,8,Virginia Union University
16,36,Rasheed Wallace,PF,6-10,225,"September 17, 1974",United States,9,UNC
