,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Tony Allen,SG,6-4,213,"January 11, 1982",United States,7,"Butler County Community College, Oklahoma State"
1,10,Gilbert Arenas,PG,6-4,191,"January 6, 1982",United States,10,Arizona
2,11,Mike Conley,PG,6-1,175,"October 11, 1987",United States,4,Ohio State
3,44,Dante Cunningham,PF,6-8,230,"April 22, 1987",United States,2,Villanova
4,18,Josh Davis,PF,6-8,235,"August 10, 1980",United States,3,Wyoming
5,33,Marc Gasol,C,6-11,255,"January 29, 1985",Spain,3,
6,22,Rudy Gay,SF,6-8,250,"August 17, 1986",United States,5,UConn
7,15,Hamed Haddadi,C,7-2,254,"May 19, 1985",Iran,3,
8,14,Lester Hudson,PG,6-3,190,"August 7, 1984",United States,2,University of Tennessee at Martin
9,32,OJ Mayo,SG,6-5,210,"November 5, 1987",United States,3,USC
10,1,Jeremy Pargo,PG,6-2,219,"March 17, 1986",United States,R,Gonzaga
11,20,Quincy Pondexter,SF,6-7,230,"March 10, 1988",United States,1,Washington
12,50,Zach Randolph,PF,6-9,250,"July 16, 1981",United States,10,Michigan State
13,2,Josh Selby,PG,6-2,183,"March 27, 1991",United States,R,Kansas
14,3,Brian Skinner,C,6-9,255,"May 19, 1976",United States,13,Baylor
15,5,Marreese Speights,PF,6-10,255,"August 4, 1987",United States,3,Florida
16,4,Sam Young,SF,6-6,220,"June 1, 1985",United States,2,Pitt
