,Rk,Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
20,21,Deni Avdija,SF,20,WAS,54,32,23.3,2.4,5.8,.417,1.0,3.1,.315,1.4,2.7,.535,.502,0.5,0.8,.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3,1257,7.6,.515,.538,.144,1.9,20.2,11.0,6.3,1.2,1.0,9.0,12.0,,0.0,1.2,1.2,.046,,-3.6,-0.3,-3.9,-0.6
21,22,Deandre Ayton,C,22,PHO,69,69,30.7,6.2,10.0,.626,0.1,0.3,.200,6.2,9.7,.639,.629,1.9,2.5,.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,2.8,14.4,2115,20.3,.653,.029,.252,12.4,26.3,19.5,6.8,1.0,3.4,11.9,18.2,,5.3,3.1,8.4,.191,,0.9,0.0,0.9,1.6
22,23,Udoka Azubuike,C,21,UTA,15,0,3.8,0.3,0.6,.444,0.0,0.0,,0.3,0.6,.444,.444,0.5,0.7,.800,0.3,0.6,0.9,0.0,0.1,0.3,0.2,0.6,1.1,57,10.3,.597,.000,1.111,7.8,16.0,12.1,0.0,0.9,5.7,18.3,12.4,,0.0,0.1,0.1,.119,,-5.6,0.7,-4.9,0.0
23,24,Dwayne Bacon,SG,25,ORL,72,50,25.7,4.1,10.1,.402,0.8,2.9,.285,3.2,7.2,.449,.443,2.0,2.4,.824,0.4,2.7,3.1,1.3,0.6,0.1,0.6,1.4,10.9,1853,9.9,.490,.285,.242,1.7,11.2,6.3,7.9,1.2,0.2,5.4,19.8,,-0.3,0.9,0.5,.013,,-3.5,-1.6,-5.1,-1.4
24,25,Marvin Bagley III,PF,21,SAC,43,42,25.9,5.7,11.4,.504,0.9,2.5,.343,4.9,8.9,.550,.542,1.8,3.1,.575,2.5,4.9,7.4,1.0,0.5,0.5,1.4,2.3,14.1,1112,16.3,.554,.220,.273,10.4,21.5,15.9,5.8,0.9,1.6,9.7,23.5,,0.9,0.5,1.4,.059,,-0.6,-2.8,-3.4,-0.4
25,26,LaMelo Ball,PG,19,CHO,51,31,28.8,5.7,13.2,.436,1.8,5.1,.352,3.9,8.1,.489,.504,2.5,3.2,.758,1.2,4.7,5.9,6.1,1.6,0.4,2.8,2.7,15.7,1469,17.5,.539,.388,.246,4.6,17.9,11.1,33.9,2.7,1.2,16.3,26.1,,1.0,1.9,2.8,.093,,1.2,0.6,1.9,1.4
26,27,Lonzo Ball,PG,23,NOP,55,55,31.8,5.3,12.7,.414,3.1,8.3,.378,2.1,4.5,.482,.537,0.9,1.2,.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9,14.6,1747,15.2,.551,.650,.091,2.1,14.3,8.2,25.4,2.3,1.7,14.5,20.5,,1.5,1.7,3.2,.089,,1.4,0.2,1.6,1.6
27,28,Mo Bamba,C,22,ORL,46,5,15.8,3.1,6.5,.472,0.8,2.6,.322,2.3,4.0,.568,.535,1.0,1.4,.682,1.7,4.1,5.8,0.8,0.3,1.3,0.8,1.9,8.0,725,19.3,.556,.392,.219,10.5,28.0,19.0,8.1,0.9,7.3,9.8,21.8,,0.7,1.1,1.8,.117,,0.1,-0.1,0.0,0.4
28,29,Desmond Bane,SG,22,MEM,68,17,22.3,3.4,7.3,.469,1.7,4.0,.432,1.7,3.4,.513,.586,0.6,0.7,.816,0.5,2.6,3.1,1.7,0.6,0.2,0.9,1.8,9.2,1519,12.2,.600,.543,.098,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,,1.6,1.3,2.9,.093,,-0.7,-0.3,-1.0,0.4
29,30,Harrison Barnes,PF,28,SAC,58,58,36.2,5.5,11.1,.497,1.7,4.4,.391,3.8,6.7,.567,.575,3.4,4.1,.830,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1,2102,15.4,.626,.399,.366,3.3,17.2,10.2,13.0,1.0,0.4,11.1,17.2,,4.0,0.5,4.5,.103,,1.4,-1.6,-0.2,1.0
30,31,RJ Barrett,SG,20,NYK,72,72,34.9,6.5,14.7,.441,1.7,4.3,.401,4.8,10.4,.457,.499,2.9,3.8,.746,0.9,4.8,5.8,3.0,0.7,0.3,1.9,2.6,17.6,2511,13.4,.535,.292,.260,3.0,14.8,8.9,13.8,1.1,0.8,10.5,23.4,,0.9,3.1,4.1,.078,,-1.0,-0.5,-1.5,0.3
31,32,Will Barton,SF,30,DEN,56,52,31.0,4.6,10.9,.426,1.8,4.6,.381,2.9,6.3,.459,.507,1.7,2.2,.785,0.7,3.3,4.0,3.2,0.9,0.4,1.7,1.7,12.7,1736,11.8,.538,.423,.199,2.6,12.2,7.4,14.1,1.4,1.3,12.7,19.0,,0.7,1.5,2.2,.061,,-0.8,-1.2,-2.0,0.0
32,33,Keita Bates-Diop,SF,25,SAS,30,0,8.2,1.0,2.2,.448,0.2,0.6,.294,0.8,1.7,.500,.485,0.5,0.7,.667,0.3,1.3,1.6,0.4,0.4,0.2,0.2,0.4,2.6,245,12.0,.518,.254,.313,3.8,17.7,10.6,6.6,2.2,1.7,8.4,14.8,,0.1,0.3,0.3,.068,,-2.7,0.8,-2.0,0.0
33,34,Nicolas Batum,SF,32,LAC,67,38,27.4,2.9,6.1,.464,1.6,4.1,.404,1.2,2.1,.579,.597,0.7,0.9,.828,0.7,4.0,4.7,2.2,1.0,0.6,0.8,1.5,8.1,1835,12.9,.617,.660,.141,3.2,15.9,9.7,10.5,1.9,1.8,10.8,11.8,,2.7,2.3,5.0,.132,,0.5,1.0,1.4,1.6
34,35,Aron Baynes,C,34,TOR,53,31,18.5,2.5,5.7,.441,0.5,1.9,.262,2.0,3.8,.532,.485,0.5,0.8,.707,1.6,3.5,5.2,0.9,0.3,0.4,0.9,2.2,6.1,980,10.5,.503,.339,.135,9.4,21.7,15.3,7.0,0.8,2.3,12.5,16.2,,0.1,0.9,1.0,.049,,-3.5,-1.3,-4.7,-0.7
35,36,Kent Bazemore,SF,31,GSW,67,18,19.9,2.6,5.9,.449,1.1,2.7,.408,1.5,3.1,.486,.545,0.8,1.2,.692,0.4,3.0,3.4,1.6,1.0,0.5,1.2,2.4,7.2,1333,10.6,.564,.469,.199,2.1,16.0,9.1,11.1,2.4,2.2,16.1,16.3,,-0.2,2.1,1.8,.065,,-2.9,1.3,-1.7,0.1
36,37,Darius Bazley,PF,20,OKC,55,55,31.2,5.0,12.5,.396,1.5,5.2,.290,3.5,7.3,.470,.456,2.3,3.2,.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,1.1,13.7,1714,9.7,.491,.414,.258,3.1,21.2,12.0,8.9,0.8,1.3,13.7,22.1,,-2.3,1.4,-0.9,-0.026,,-3.1,-1.4,-4.4,-1.0
37,38,Bradley Beal,SG,27,WAS,60,60,35.8,11.2,23.0,.485,2.2,6.2,.349,9.0,16.8,.535,.532,6.8,7.7,.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.3,2147,22.7,.593,.270,.332,3.6,10.4,7.0,21.3,1.5,0.9,10.6,34.1,,4.2,1.7,5.9,.132,,4.9,-1.7,3.2,2.8
38,39,Malik Beasley,SG,24,MIN,37,36,32.8,7.1,16.2,.440,3.5,8.7,.399,3.7,7.5,.487,.547,1.8,2.2,.850,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6,1214,14.6,.570,.535,.133,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24.0,,0.9,0.4,1.3,.053,,1.7,-2.3,-0.6,0.4
39,40,Jordan Bell,C,26,TOT,6,1,14.275,0.65,2.925,0.17,0.0,0.175,,0.65,2.725,0.18,0.17,0.55,1.075,,1.1,3.35,4.45,1.55,0.275,1.35,0.825,1.55,1.825,44.75,6.925,0.26,0.048,0.522,8.25,24.6,16.48,12.78,0.95,8.12,19.88,12.5,,-0.05,0.05,0.0,-0.016,,-6.075,0.45,-5.625,-0.05
40,41,DeAndre' Bembry,SF,26,TOR,51,12,19.1,2.3,4.5,.513,0.3,1.0,.264,2.0,3.4,.589,.544,0.9,1.3,.682,0.6,2.2,2.9,2.1,1.0,0.4,1.4,1.7,5.7,972,11.2,.570,.232,.289,3.6,13.3,8.3,15.6,2.6,1.9,21.6,14.6,,0.1,1.1,1.2,.059,,-3.2,1.2,-2.1,0.0
41,42,Davis Bertans,PF,28,WAS,57,7,25.7,3.4,8.4,.404,3.0,7.5,.395,0.4,0.9,.480,.581,1.8,2.0,.870,0.3,2.6,2.9,0.9,0.6,0.2,0.6,2.4,11.5,1464,11.4,.620,.895,.241,1.3,10.8,6.1,4.4,1.0,0.7,5.9,15.9,,2.1,1.0,3.1,.101,,0.4,-1.4,-1.0,0.4
42,43,Patrick Beverley,PG,32,LAC,37,34,22.5,2.5,5.9,.423,1.5,3.8,.397,1.0,2.1,.468,.550,1.0,1.2,.800,0.8,2.4,3.2,2.1,0.8,0.8,0.9,2.9,7.5,832,12.0,.580,.641,.205,4.0,11.8,8.0,12.0,1.7,3.0,12.4,14.6,,1.0,1.0,2.1,.119,,-0.7,0.7,0.0,0.4
43,44,Saddiq Bey,SF,21,DET,70,53,27.3,4.0,9.9,.404,2.5,6.6,.380,1.5,3.3,.450,.530,1.8,2.1,.844,0.6,3.9,4.5,1.4,0.7,0.2,0.9,1.6,12.2,1909,12.6,.567,.666,.213,2.5,16.2,9.3,7.6,1.3,0.6,7.4,18.7,,1.6,1.7,3.3,.082,,0.3,-1.1,-0.8,0.6
44,45,Tyler Bey,SF,22,DAL,18,0,3.9,0.4,1.2,.318,0.1,0.2,.250,0.3,1.0,.333,.341,0.2,0.3,.600,0.4,0.6,1.1,0.2,0.0,0.1,0.2,0.3,1.0,71,5.9,.372,.182,.227,12.5,16.9,14.7,5.6,0.0,1.3,11.0,16.9,,-0.1,0.0,0.0,-0.033,,-5.5,-4.1,-9.6,-0.1
45,46,Khem Birch,C,28,TOT,67,22,25.85,3.7,7.025,0.51,0.325,1.1,0.26,3.375,5.9,0.56,0.54,1.425,2.075,0.68,2.75,3.75,6.525,1.55,0.75,0.925,0.85,1.975,9.075,908.75,15.7,0.56,0.15,0.315,11.22,15.97,13.5,8.82,1.43,3.35,9.38,14.35,,1.45,0.85,2.325,0.125,,-0.65,-0.175,-0.825,0.225
46,47,Goga Bitadze,C,21,IND,45,3,12.5,1.8,4.3,.428,0.4,1.8,.253,1.4,2.6,.548,.479,1.0,1.4,.738,1.3,2.0,3.3,0.8,0.2,1.3,0.4,2.1,5.1,561,16.3,.523,.407,.314,11.7,17.3,14.5,8.9,0.8,8.7,7.1,18.1,,0.7,0.8,1.5,.129,,-1.9,0.8,-1.2,0.1
47,48,Bismack Biyombo,C,28,CHO,66,36,20.4,2.2,3.7,.587,0.0,0.0,.000,2.2,3.7,.589,.587,0.7,1.6,.448,2.1,3.2,5.3,1.2,0.3,1.1,1.1,2.1,5.0,1349,11.7,.574,.004,.434,10.8,17.1,13.9,8.3,0.6,5.4,19.8,11.5,,0.9,1.4,2.3,.081,,-3.2,-0.1,-3.3,-0.5
48,49,Nemanja Bjelica,PF,32,TOT,37,3,15.35,2.175,4.875,0.45,0.8,2.375,0.34,1.375,2.475,0.54,0.53,0.8,1.15,0.65,0.675,2.375,3.05,1.85,0.475,0.2,0.75,1.8,5.925,336.5,13.05,0.55,0.498,0.233,4.7,17.4,11.07,17.23,1.62,1.3,11.4,17.38,,0.3,0.2,0.55,0.091,,-1.625,-0.35,-1.975,-0.05
49,50,Eric Bledsoe,SG,31,NOP,71,70,29.7,4.3,10.3,.421,1.7,5.0,.341,2.6,5.3,.496,.503,1.9,2.7,.687,0.4,3.0,3.4,3.8,0.8,0.3,1.6,1.6,12.2,2111,11.5,.533,.486,.267,1.5,11.1,6.3,17.3,1.2,1.1,12.3,18.5,,1.1,1.3,2.3,.053,,-1.1,-1.3,-2.3,-0.2
50,51,Keljin Blevins,SF,25,POR,17,0,4.4,0.3,1.2,.250,0.1,0.5,.250,0.2,0.7,.250,.300,0.0,0.0,,0.2,0.4,0.6,0.2,0.1,0.0,0.3,0.5,0.7,75,-0.9,.300,.400,.000,4.2,10.3,7.1,6.7,1.3,0.0,20.0,14.3,,-0.2,0.0,-0.2,-0.137,,-9.0,-3.0,-12.0,-0.2
51,52,Bogdan Bogdanovic,SG,28,ATL,44,27,29.7,6.1,12.8,.473,3.3,7.6,.438,2.8,5.3,.522,.602,0.9,1.0,.909,0.5,3.2,3.6,3.3,1.1,0.3,1.2,2.3,16.4,1305,17.6,.616,.589,.078,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,,2.8,1.1,3.9,.142,,3.4,0.4,3.8,1.9
52,53,Bojan Bogdanovic,SF,31,UTA,72,72,30.8,5.6,12.8,.439,2.5,6.4,.390,3.1,6.4,.487,.536,3.2,3.7,.879,0.6,3.3,3.9,1.9,0.6,0.1,1.8,1.6,17.0,2216,14.0,.588,.498,.286,2.0,11.1,6.7,9.1,1.0,0.1,10.9,22.8,,2.7,2.5,5.2,.113,,0.1,-0.9,-0.8,0.7
53,54,Bol Bol,PF,21,DEN,32,2,5.0,0.8,1.8,.431,0.3,0.8,.375,0.5,1.1,.471,.509,0.3,0.5,.667,0.0,0.8,0.8,0.2,0.1,0.3,0.4,0.4,2.2,160,9.4,.534,.414,.259,0.0,16.9,8.5,6.0,0.9,6.1,16.8,21.2,,-0.2,0.2,0.0,-0.004,,-3.6,-0.7,-4.4,-0.1
54,55,Marques Bolden,C,22,CLE,6,0,4.8,0.2,0.5,.333,0.0,0.0,,0.2,0.5,.333,.333,0.8,1.3,.625,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,1.2,29,13.3,.537,.000,2.667,11.3,11.9,11.6,0.0,3.4,6.1,23.5,12.8,,0.0,0.0,0.0,.063,,-3.4,0.6,-2.8,0.0
55,56,Jordan Bone,PG,23,ORL,14,0,14.0,1.6,3.9,.426,0.7,2.3,.313,0.9,1.6,.591,.519,0.0,0.0,,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8,4.0,196,8.9,.519,.593,.000,2.0,11.0,6.4,13.6,0.5,0.0,5.3,12.6,,0.1,0.1,0.2,.045,,-2.6,-1.6,-4.2,-0.1
56,57,Isaac Bonga,SF,21,WAS,40,8,10.8,0.8,2.0,.370,0.3,1.2,.277,0.4,0.9,.500,.451,0.1,0.2,.625,0.5,1.2,1.7,0.6,0.3,0.2,0.6,1.6,2.0,432,4.0,.461,.580,.099,4.4,11.7,8.1,6.5,1.2,1.7,20.7,10.2,,-0.4,0.4,0.0,-0.001,,-5.6,-0.8,-6.4,-0.5
57,58,Devin Booker,SG,24,PHO,67,67,33.9,9.3,19.2,.484,1.9,5.5,.340,7.4,13.7,.543,.533,5.1,5.9,.867,0.5,3.7,4.2,4.3,0.8,0.2,3.1,2.7,25.6,2270,19.2,.587,.288,.305,1.7,12.1,7.0,20.6,1.2,0.6,12.4,32.7,,2.9,2.0,4.9,.104,,1.4,-1.5,-0.1,1.1
58,59,Chris Boucher,C,28,TOR,60,14,24.2,4.8,9.3,.514,1.5,3.9,.383,3.3,5.4,.609,.595,2.5,3.2,.788,2.0,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6,1453,21.9,.634,.420,.345,8.5,22.5,15.3,6.9,1.2,7.6,6.7,20.5,,4.0,2.1,6.1,.201,,2.8,0.1,2.9,1.8
59,60,Brian Bowen,SF,22,IND,6,0,2.5,0.2,0.7,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.2,0.2,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.2,0.5,15,1.0,.338,.250,.250,0.0,21.6,10.8,0.0,0.0,0.0,0.0,12.6,,0.0,0.0,0.0,-0.063,,-8.2,-3.3,-11.5,0.0
60,61,Avery Bradley,SG,30,TOT,27,6,22.35,2.325,6.325,0.37,1.2,3.725,0.32,1.1,2.6,0.44,0.46,0.425,0.575,0.81,0.325,1.8,2.125,1.725,0.775,0.1,1.025,2.0,6.325,398.75,6.175,0.48,0.591,0.085,1.43,9.1,5.17,10.8,1.67,0.5,13.75,14.85,,-0.4,0.25,-0.15,-0.01,,-4.95,-0.8,-5.725,-0.425
61,62,Tony Bradley,C,23,TOT,42,8,16.675,3.225,4.875,0.66,0.0,0.1,0.0,3.225,4.825,0.67,0.66,1.025,1.475,0.68,2.05,3.75,5.775,0.9,0.375,0.75,0.875,1.475,7.5,441.25,20.65,0.68,0.015,0.287,13.07,23.93,18.48,8.45,1.05,3.9,13.0,16.18,,1.1,0.625,1.7,0.186,,1.0,0.025,1.025,0.35
62,63,Jarrell Brantley,PF,24,UTA,28,0,4.9,0.9,1.9,.481,0.4,1.0,.429,0.5,0.9,.542,.596,0.1,0.1,1.000,0.3,0.6,1.0,0.5,0.3,0.1,0.3,0.6,2.3,138,16.6,.605,.538,.038,7.2,13.3,10.4,16.1,2.5,1.2,13.1,19.0,,0.3,0.2,0.5,.172,,0.5,1.6,2.1,0.1
63,64,Ignas Brazdeikis,SF,22,TOT,13,0,19.275,2.538,6.537,0.27,0.8,2.225,,1.725,4.312,0.29,0.32,0.662,0.95,,0.788,2.812,3.55,1.2,0.287,0.225,0.85,1.612,6.487,151.0,4.688,0.39,0.296,0.347,4.67,17.6,11.11,8.8,0.5,0.74,11.57,17.31,,-0.037,0.062,0.038,-0.062,,-7.275,-2.362,-9.662,-0.125
64,65,Mikal Bridges,SF,24,PHO,72,72,32.6,5.0,9.3,.543,1.9,4.4,.425,3.2,4.9,.647,.643,1.5,1.8,.840,1.1,3.2,4.3,2.1,1.1,0.9,0.8,1.6,13.5,2348,16.4,.667,.471,.196,3.7,11.1,7.5,8.8,1.6,2.4,7.3,14.9,,5.4,2.6,8.0,.164,,2.2,0.8,3.0,3.0
65,66,Miles Bridges,PF,22,CHO,66,19,29.3,4.7,9.4,.503,1.8,4.4,.400,3.0,5.0,.593,.596,1.5,1.7,.867,1.2,4.8,6.0,2.2,0.7,0.8,1.6,2.2,12.7,1932,14.7,.625,.466,.182,4.5,18.0,11.1,11.4,1.1,2.7,13.6,17.3,,2.4,1.9,4.2,.105,,0.2,0.0,0.2,1.0
66,67,Amida Brimah,C,26,IND,5,0,5.8,1.0,1.6,.625,0.0,0.0,,1.0,1.6,.625,.625,0.6,0.6,1.000,0.4,1.2,1.6,0.2,0.0,1.0,0.8,0.8,2.6,29,16.6,.697,.000,.375,7.5,22.3,15.0,4.8,0.0,14.0,30.0,19.6,,0.0,0.1,0.0,.073,,-5.5,1.5,-4.0,0.0
67,68,Oshae Brissett,SF,22,IND,21,16,24.7,3.5,7.2,.483,1.6,3.7,.423,1.9,3.5,.548,.593,2.4,3.1,.769,1.4,4.1,5.5,0.9,0.9,1.0,0.5,1.5,10.9,519,17.2,.638,.517,.430,6.1,17.9,12.0,4.6,1.7,3.1,5.3,15.6,,1.2,0.6,1.8,.165,,0.9,-0.6,0.4,0.3
