,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11,JJ Barea,PG,5-10,180,"June 26, 1984",Puerto Rico,5,Northeastern University
1,8,Michael Beasley,SF,6-9,235,"January 9, 1989",United States,3,Kansas State
2,22,Wayne Ellington,SG,6-4,207,"November 29, 1987",United States,2,UNC
3,4,Wesley Johnson,SF,6-7,215,"July 11, 1987",United States,1,"Iowa State, Syracuse"
4,3,Malcolm Lee,SG,6-5,200,"May 22, 1990",United States,R,UCLA
5,42,Kevin Love,PF,6-8,251,"September 7, 1988",United States,3,UCLA
6,31,Darko Milicic,C,7-0,250,"June 20, 1985",Serbia,8,
7,52,Brad Miller,C,6-11,244,"April 12, 1976",United States,13,Purdue
8,14,Nikola Pekovic,C,6-11,307,"January 3, 1986",Montenegro,1,
9,15,Anthony Randolph,PF,6-10,205,"July 15, 1989",Germany,3,LSU
10,13,Luke Ridnour,SG,6-2,175,"February 13, 1981",United States,8,Oregon
11,9,Ricky Rubio,PG,6-3,190,"October 21, 1990",Spain,R,
12,44,Anthony Tolliver,SF,6-8,240,"June 1, 1985",United States,3,Creighton
13,5,Martell Webster,SF,6-7,230,"December 4, 1986",United States,6,
14,7,Derrick Williams,PF,6-8,240,"May 25, 1991",United States,R,Arizona
