,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,66.0,15865,2502,5652,0.443,436,1265,0.345,2066,4387,0.471,1095,1415,0.774,820,1983,2803,1550,548,335,929,1273,6535
1,Team/G,,240.4,37.9,85.6,0.443,6.6,19.2,0.345,31.3,66.5,0.471,16.6,21.4,0.774,12.4,30.0,42.5,23.5,8.3,5.1,14.1,19.3,99.0
2,Lg Rank,,28,4,2,20.0,15,17,16.0,9,7,20.0,15,19,8.0,7,20,12,3,7,15,10,13,5
3,Year/Year,,-0.6%,10.5%,7.3%,0.013,12.2%,11.2%,0.003,10.1%,6.2%,0.016,-4.4%,-6.5%,0.017,18.2%,-0.7%,4.2%,24.6%,10.3%,4.3%,4.6%,-6.0%,7.8%
4,Opponent,66.0,15865,2449,5453,0.449,438,1247,0.351,2011,4206,0.478,1181,1535,0.769,813,2138,2951,1433,499,297,1049,1278,6517
5,Opponent/G,,240.4,37.1,82.6,0.449,6.6,18.9,0.351,30.5,63.7,0.478,17.9,23.3,0.769,12.3,32.4,44.7,21.7,7.6,4.5,15.9,19.4,98.7
6,Lg Rank,,28,18,23,16.0,19,21,17.0,20,19,15.0,25,23,29.0,27,25,27,22,11,6,4,17,22
7,Year/Year,,-0.6%,7.4%,6.8%,0.002,24.5%,18.4%,0.017,4.2%,3.8%,0.002,-2.0%,-2.0%,-0.0,20.8%,1.0%,5.8%,7.4%,22.3%,-5.9%,4.7%,-6.3%,6.5%
