,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19705,2900,6492,0.447,610,1781,0.343,2290,4711,0.486,1391,1929,0.721,988,2617,3605,1632,623,489,1256,1583,7801
1,Team/G,,240.3,35.4,79.2,0.447,7.4,21.7,0.343,27.9,57.5,0.486,17.0,23.5,0.721,12.0,31.9,44.0,19.9,7.6,6.0,15.3,19.3,95.1
2,Lg Rank,,30,27,29,19.0,18,17,19.0,27,24,15.0,14,13,26.0,4,20,11,29,16,3,26,12,26
3,Year/Year,,-0.4%,-1.7%,-2.4%,0.003,12.3%,12.9%,-0.002,-4.9%,-7.2%,0.012,3.3%,7.0%,-0.025,9.3%,5.7%,6.6%,-1.9%,9.3%,33.6%,4.7%,-6.8%,0.1%
4,Opponent,82.0,19705,2935,6587,0.446,604,1670,0.362,2331,4917,0.474,1309,1760,0.744,811,2406,3217,1594,674,382,1076,1604,7783
5,Opponent/G,,240.3,35.8,80.3,0.446,7.4,20.4,0.362,28.4,60.0,0.474,16.0,21.5,0.744,9.9,29.3,39.2,19.4,8.2,4.7,13.1,19.6,94.9
6,Lg Rank,,30,2,2,14.0,7,5,25.0,7,11,8.0,10,12,8.0,3,1,1,1,24,13,23,22,1
7,Year/Year,,-0.4%,-6.5%,-0.8%,-0.027,0.8%,5.0%,-0.015,-8.2%,-2.6%,-0.029,-13.0%,-9.5%,-0.029,-4.1%,-8.9%,-7.7%,-10.9%,9.2%,-4.7%,4.1%,-4.1%,-7.1%
