,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,21,Joel Bolomboy,PF,6-9,235,"January 28, 1994",Ukraine,R,Weber State
1,10,Alec Burks,SG,6-6,214,"July 20, 1991",United States,5,Colorado
2,33,Boris Diaw,PF,6-8,250,"April 16, 1982",France,13,
3,11,Dante Exum,PG,6-5,214,"July 13, 1995",Australia,1,
4,15,Derrick Favors,PF,6-9,265,"July 15, 1991",United States,6,Georgia Tech
5,27,Rudy Gobert,C,7-1,258,"June 26, 1992",France,3,
6,20,Gordon Hayward,SF,6-7,225,"March 23, 1990",United States,6,Butler
7,3,George Hill,PG,6-4,188,"May 4, 1986",United States,8,IUPUI
8,5,Rodney Hood,SG,6-8,208,"October 20, 1992",United States,2,"Mississippi State, Duke"
9,2,Joe Ingles,SF,6-8,220,"October 2, 1987",Australia,2,
10,6,Joe Johnson,SF,6-7,240,"June 29, 1981",United States,15,Arkansas
11,41,Trey Lyles,PF,6-9,234,"November 5, 1995",Canada,1,Kentucky
12,8,Shelvin Mack,PG,6-3,203,"April 22, 1990",United States,5,Butler
13,25,Raul Neto,PG,6-1,180,"May 19, 1992",Brazil,1,
14,24,Jeff Withey,C,7-0,231,"March 7, 1990",United States,3,Kansas
