,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,2,Jordan Bell,C,6-8,216,"January 7, 1995",United States,1,Oregon
1,12,Andrew Bogut,C,7-0,260,"November 28, 1984",Australia,13,Utah
2,4,Quinn Cook,PG,6-1,180,"March 23, 1993",United States,2,Duke
3,0,DeMarcus Cousins,C,6-10,270,"August 13, 1990",United States,8,Kentucky
4,30,Stephen Curry,PG,6-3,185,"March 14, 1988",United States,9,Davidson
5,32,Marcus Derrickson,PF,6-7,249,"February 1, 1996",United States,R,Georgetown
6,35,Kevin Durant,SF,6-10,240,"September 29, 1988",United States,11,Texas
7,10,Jacob Evans,SG,6-4,210,"June 18, 1997",United States,R,Cincinnati
8,23,Draymond Green,PF,6-6,230,"March 4, 1990",United States,6,Michigan State
9,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",United States,14,Arizona
10,21,Jonas Jerebko,PF,6-10,231,"March 2, 1987",Sweden,8,
11,15,Damian Jones,C,6-11,245,"June 30, 1995",United States,2,Vanderbilt
12,1,Damion Lee,SG,6-5,210,"October 21, 1992",United States,1,"Drexel, Louisville"
13,34,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,13,
14,5,Kevon Looney,C,6-9,222,"February 6, 1996",United States,3,UCLA
15,28,Alfonzo McKinnie,SF,6-7,215,"September 17, 1992",United States,1,Green Bay
16,11,Klay Thompson,SG,6-6,215,"February 8, 1990",United States,7,Washington State
