,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,81,Jose Calderon,PG,6-3,200,"September 28, 1981",es,12,
1,8,Jordan Clarkson,SG,6-4,194,"June 7, 1992",us,3,"Tulsa, Missouri"
2,99,Jae Crowder,SF,6-6,235,"July 6, 1990",us,5,Marquette
3,8,Channing Frye,C,7-0,255,"May 17, 1983",us,11,Arizona
4,32,Jeff Green,PF,6-8,235,"August 28, 1986",us,9,Georgetown
5,3,George Hill,PG,6-4,188,"May 4, 1986",us,9,IUPUI
6,10,John Holland,SF,6-5,205,"November 6, 1988",us,1,Boston University
7,1,Rodney Hood,SG,6-8,208,"October 20, 1992",us,3,"Mississippi State, Duke"
8,23,LeBron James,PF,6-9,250,"December 30, 1984",us,14,
9,26,Kyle Korver,SG,6-7,212,"March 17, 1981",us,14,Creighton
10,0,Kevin Love,C,6-8,251,"September 7, 1988",us,9,UCLA
11,"22, 24",Larry Nance,C,6-7,245,"January 1, 1993",us,2,Wyoming
12,16,Cedi Osman,SF,6-7,230,"April 8, 1995",mk,R,
13,21,Kendrick Perkins,C,6-10,270,"November 10, 1984",us,13,
14,15,London Perrantes,PG,6-2,200,"October 3, 1994",us,R,Virginia
15,1,Derrick Rose,PG,6-2,200,"October 4, 1988",us,8,Memphis
16,4,Iman Shumpert,SG,6-5,215,"June 26, 1990",us,6,Georgia Tech
17,5,JR Smith,SG,6-6,225,"September 9, 1985",us,13,
18,3,Isaiah Thomas,PG,5-9,185,"February 7, 1989",us,6,Washington
19,13,Tristan Thompson,C,6-9,254,"March 13, 1991",ca,6,Texas
20,9,Dwyane Wade,SG,6-4,220,"January 17, 1982",us,14,Marquette
21,41,Ante Zizic,C,6-10,266,"January 4, 1997",hr,R,
