,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Al-Farouq Aminu,SF,6-8,220,"September 21, 1990",United States,4,Wake Forest
1,5,JJ Barea,PG,5-10,180,"June 26, 1984",Puerto Rico,8,Northeastern University
2,6,Tyson Chandler,C,7-0,235,"October 2, 1982",United States,13,
3,9,Jae Crowder,SF,6-6,235,"July 6, 1990",United States,2,Marquette
4,11,Monta Ellis,SG,6-3,185,"October 26, 1985",United States,9,
5,2,Raymond Felton,PG,6-1,205,"June 26, 1984",United States,9,UNC
6,20,Devin Harris,PG,6-3,185,"February 27, 1983",United States,10,Wisconsin
7,55,Bernard James,C,6-10,240,"February 7, 1985",United States,2,Florida State
8,24,Richard Jefferson,SF,6-7,233,"June 21, 1980",United States,13,Arizona
9,1,Ricky Ledo,SG,6-7,195,"September 10, 1992",United States,1,
10,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,10,Saint Joseph's
11,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",Germany,16,
12,25,Chandler Parsons,SF,6-9,230,"October 25, 1988",United States,3,Florida
13,8,Dwight Powell,PF,6-10,240,"July 20, 1991",Canada,R,Stanford
14,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",United States,8,Kentucky
15,4,Greg Smith,PF,6-10,250,"January 8, 1991",United States,3,Fresno State
16,1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",United States,12,
17,3,Charlie Villanueva,PF,6-11,232,"August 24, 1984",United States,9,UConn
18,34,Brandan Wright,PF,6-10,210,"October 5, 1987",United States,6,UNC
