,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2017-18,23.0,ORL,NBA,SF,62.0,12.0,16.5,1.5,3.5,0.427,0.1,0.7,0.196,1.4,2.8,0.488,0.447,0.5,0.8,0.723,0.6,1.6,2.2,0.9,0.5,0.2,0.5,1.3,3.7
1,2018-19,24.0,ORL,NBA,SF,68.0,13.0,18.1,1.7,4.0,0.412,0.4,1.2,0.367,1.2,2.9,0.431,0.465,1.2,1.5,0.816,0.5,2.2,2.7,1.1,0.4,0.3,0.6,1.8,5.0
2,2019-20,25.0,ORL,NBA,SF,52.0,21.0,18.3,1.9,4.5,0.416,0.5,1.6,0.341,1.3,2.9,0.457,0.476,1.5,1.9,0.804,0.5,2.1,2.5,1.2,0.5,0.3,0.5,1.5,5.8
3,2020-21,26.0,TOT,NBA,SF,41.0,4.0,13.1,0.8,2.5,0.333,0.1,1.0,0.122,0.7,1.5,0.475,0.358,0.6,0.8,0.839,0.4,1.8,2.2,0.4,0.4,0.1,0.5,1.2,2.4
4,2020-21,26.0,DAL,NBA,SF,23.0,3.0,12.5,0.7,2.3,0.327,0.1,1.0,0.13,0.6,1.3,0.483,0.356,0.5,0.6,0.857,0.3,1.7,1.9,0.4,0.4,0.1,0.3,1.1,2.1
5,2020-21,26.0,NOP,NBA,SF,18.0,1.0,13.9,0.9,2.8,0.34,0.1,1.0,0.111,0.8,1.8,0.469,0.36,0.8,0.9,0.824,0.5,2.1,2.6,0.4,0.3,0.1,0.7,1.3,2.8
6,Career,,,NBA,,223.0,50.0,16.8,1.5,3.7,0.407,0.3,1.1,0.286,1.2,2.6,0.459,0.45,1.0,1.2,0.799,0.5,1.9,2.4,0.9,0.5,0.2,0.5,1.5,4.3
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,ORL,NBA,,182.0,46.0,17.6,1.7,4.0,0.418,0.4,1.1,0.319,1.3,2.8,0.458,0.463,1.1,1.4,0.794,0.5,2.0,2.5,1.0,0.5,0.3,0.5,1.6,4.8
9,1 season,,DAL,NBA,,23.0,3.0,12.5,0.7,2.3,0.327,0.1,1.0,0.13,0.6,1.3,0.483,0.356,0.5,0.6,0.857,0.3,1.7,1.9,0.4,0.4,0.1,0.3,1.1,2.1
10,1 season,,NOP,NBA,,18.0,1.0,13.9,0.9,2.8,0.34,0.1,1.0,0.111,0.8,1.8,0.469,0.36,0.8,0.9,0.824,0.5,2.1,2.6,0.4,0.3,0.1,0.7,1.3,2.8
